cell_name,site_id,x_um,y_um,physical_cell_name,cell_type
$auto$insbuf.cc:97:execute$2518,5297,14.199999809265137,37.63999938964844,T0Y3__R0_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2519,7074,11.899999618530273,51.2400016784668,T0Y4__R1_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2520,5310,11.899999618530273,40.36000061035156,T0Y3__R1_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2521,36964,950.2999877929688,225.32000732421875,T34Y20__R1_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2522,35187,952.5999755859375,211.72000122070312,T34Y19__R0_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2523,1808,14.65999984741211,24.040000915527344,T0Y1__R3_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2524,18,11.899999618530273,7.71999979019165,T0Y0__R1_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2525,3546,11.899999618530273,29.479999542236328,T0Y2__R1_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2526,93,42.2599983215332,13.15999984741211,T1Y0__R3_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2527,36990,953.0599975585938,230.75999450683594,T34Y20__R3_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2528,214,122.30000305175781,7.71999979019165,T4Y0__R1_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2529,201,124.5999984741211,5.0,T4Y0__R0_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2530,38728,950.2999877929688,236.1999969482422,T34Y21__R1_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2531,31698,953.0599975585938,198.1199951171875,T34Y17__R3_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2532,29957,977.9000244140625,181.8000030517578,T35Y16__R1_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2533,33436,950.2999877929688,203.55999755859375,T34Y18__R1_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2534,31708,980.2000122070312,189.9600067138672,T35Y17__R0_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2535,31747,980.6599731445312,198.1199951171875,T35Y17__R3_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2536,7061,14.199999809265137,48.52000045776367,T0Y4__R0_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2537,33511,980.6599731445312,209.0,T35Y18__R3_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2538,29983,980.6599731445312,187.24000549316406,T35Y16__R3_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2539,3582,41.79999923706055,26.760000228881836,T1Y2__R0_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2540,3572,14.65999984741211,34.91999816894531,T0Y2__R3_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2541,38754,953.0599975585938,241.63999938964844,T34Y21__R3_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2542,35275,980.6599731445312,219.8800048828125,T35Y19__R3_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2543,44,14.65999984741211,13.15999984741211,T0Y0__R3_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2544,40528,980.2000122070312,244.36000061035156,T35Y22__R0_BUF_0,sky130_fd_sc_hd__clkbuf_4
$auto$insbuf.cc:97:execute$2545,67,39.5,7.71999979019165,T1Y0__R1_BUF_0,sky130_fd_sc_hd__clkbuf_4
$abc$2096$auto$blifparse.cc:396:parse_blif$2161,1425,812.760009765625,5.0,T29Y0__R0_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2162,1406,794.3599853515625,10.4399995803833,T28Y0__R2_OR_1,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2166,70586,7.300000190734863,445.6400146484375,T0Y40__R2_INV_1,sky130_fd_sc_hd__clkinv_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2167,22010,490.760009765625,135.55999755859375,T17Y12__R0_NAND_4,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2171,6330,601.1599731445312,37.63999938964844,T21Y3__R0_NAND_4,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2173,1237,718.4600219726562,5.0,T25Y0__R0_OR_2,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2178,1262,718.4600219726562,10.4399995803833,T25Y0__R2_OR_4,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2184,86476,5.460000038146973,546.280029296875,T0Y49__R3_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2185,88233,19.260000228881836,554.4400024414062,T0Y50__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2187,1275,723.0599975585938,5.0,T26Y0__R0_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2193,8839,14.65999984741211,62.119998931884766,T0Y5__R1_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2198,1383,798.9600219726562,5.0,T28Y0__R0_OR_1,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2207,79382,7.760000228881836,494.6000061035156,T0Y45__R0_NAND_1,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2218,3148,801.260009765625,15.880000114440918,T28Y1__R0_OR_2,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2224,15909,19.260000228881836,108.36000061035156,T0Y9__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2225,33518,7.760000228881836,211.72000122070312,T0Y19__R0_NAND_1,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2246,15891,5.460000038146973,105.63999938964844,T0Y9__R1_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2247,21201,19.260000228881836,141.0,T0Y12__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2250,21197,13.739999771118164,141.0,T0Y12__R2_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2251,21202,21.559999465942383,141.0,T0Y12__R2_OR_1,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2263,26521,56.060001373291016,168.1999969482422,T1Y15__R0_OR_2,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2264,28315,37.65999984741211,187.24000549316406,T1Y16__R3_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2301,33699,108.95999908447266,217.16000366210938,T3Y19__R2_OR_3,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2302,33671,102.05999755859375,211.72000122070312,T3Y19__R0_NAND_3,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2341,42617,164.16000366210938,271.55999755859375,T5Y24__R2_OR_3,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2342,40825,157.25999450683594,255.24000549316406,T5Y23__R0_NAND_3,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2380,53275,221.66000366210938,331.3999938964844,T7Y30__R0_OR_2,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2382,49764,206.94000244140625,315.0799865722656,T7Y28__R2_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2421,60506,281.4599914550781,383.0799865722656,T10Y34__R3_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2422,62193,276.8599853515625,385.79998779296875,T9Y35__R0_OR_2,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2438,56991,315.9599914550781,353.1600036621094,T11Y32__R0_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2163,1201,667.8599853515625,10.4399995803833,T24Y0__R2_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2168,16987,626.4600219726562,108.36000061035156,T22Y9__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2172,992,580.4600219726562,5.0,T20Y0__R0_OR_2,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2174,16693,460.8599853515625,108.36000061035156,T16Y9__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2179,3189,812.760009765625,15.880000114440918,T29Y1__R0_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2180,25416,407.9599914550781,162.75999450683594,T14Y14__R2_OR_1,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2182,35976,410.260009765625,222.60000610351562,T14Y20__R0_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2186,86465,13.739999771118164,543.5599975585938,T0Y49__R2_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2188,1384,801.260009765625,5.0,T28Y0__R0_OR_2,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2194,1409,801.260009765625,10.4399995803833,T28Y0__R2_OR_4,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2199,1407,796.6599731445312,10.4399995803833,T28Y0__R2_OR_2,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2208,79384,12.359999656677246,494.6000061035156,T0Y45__R0_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2210,1408,798.9600219726562,10.4399995803833,T28Y0__R2_OR_3,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2219,3211,807.7000122070312,21.31999969482422,T29Y1__R2_INV_1,sky130_fd_sc_hd__clkinv_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2226,37047,10.0600004196167,233.47999572753906,T0Y21__R0_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2248,15905,13.739999771118164,108.36000061035156,T0Y9__R2_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2252,21196,11.4399995803833,141.0,T0Y12__R2_NAND_1,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2254,9539,405.6600036621094,64.83999633789062,T14Y5__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2255,9516,410.260009765625,59.400001525878906,T14Y5__R0_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2265,28302,41.34000015258789,184.52000427246094,T1Y16__R2_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2277,21183,5.460000038146973,138.27999877929688,T0Y12__R1_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2278,24782,56.060001373291016,162.75999450683594,T1Y14__R2_OR_4,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2281,20124,407.9599914550781,130.1199951171875,T14Y11__R2_OR_1,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2283,13116,433.260009765625,86.5999984741211,T15Y7__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2287,37073,13.739999771118164,238.9199981689453,T0Y21__R2_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2288,37078,21.559999465942383,238.9199981689453,T0Y21__R2_OR_1,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2303,31928,96.54000091552734,206.27999877929688,T3Y18__R2_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2331,30756,433.260009765625,195.39999389648438,T15Y17__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2332,25443,442.4599914550781,157.32000732421875,T15Y14__R0_OR_2,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2343,40836,152.66000366210938,257.9599914550781,T5Y23__R1_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2370,43055,405.6600036621094,271.55999755859375,T14Y24__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2372,21989,470.05999755859375,141.0,T16Y12__R2_OR_4,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2381,53337,226.25999450683594,336.8399963378906,T8Y30__R2_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2383,49743,212.4600067138672,309.6400146484375,T7Y28__R0_NAND_3,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2410,36001,410.260009765625,228.0399932861328,T14Y20__R2_OR_2,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2411,53639,405.6600036621094,336.8399963378906,T14Y30__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2423,60507,283.760009765625,383.0799865722656,T10Y34__R3_NAND_1,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2439,30952,543.6599731445312,195.39999389648438,T19Y17__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2169,9907,628.760009765625,59.400001525878906,T22Y5__R0_NAND_4,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2175,6398,618.6400146484375,43.08000183105469,T22Y3__R2_NAND_1,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2183,28929,401.05999755859375,181.8000030517578,T14Y16__R1_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2189,1447,807.7000122070312,10.4399995803833,T29Y0__R2_INV_1,sky130_fd_sc_hd__clkinv_2
$abc$2096$auto$blifparse.cc:396:parse_blif$2195,1446,805.8599853515625,10.4399995803833,T29Y0__R2_INV_0,sky130_fd_sc_hd__clkinv_2
