cell_name,site_id,x_um,y_um
$abc$9276$auto$blifparse.cc:396:parse_blif$9290,907,502.260009765625,10.4399995803833
$abc$9276$auto$blifparse.cc:396:parse_blif$9309,809,447.05999755859375,10.4399995803833
$abc$9276$auto$blifparse.cc:396:parse_blif$9498,51588,226.25999450683594,328.67999267578125
$abc$9276$auto$blifparse.cc:396:parse_blif$9555,69228,226.25999450683594,437.4800109863281
$auto$hilomap.cc:40:hilomap_worker$12031,80235,488.4599914550781,497.32000732421875
$auto$hilomap.cc:40:hilomap_worker$8815,78528,512.8400268554688,489.1600036621094
$auto$hilomap.cc:48:hilomap_worker$8817,78496,488.4599914550781,491.8800048828125
$abc$9276$auto$blifparse.cc:396:parse_blif$9282,109826,258.4599914550781,682.280029296875
$abc$9276$auto$blifparse.cc:396:parse_blif$9308,39274,253.86000061035156,249.8000030517578
$abc$9276$auto$blifparse.cc:396:parse_blif$9417,35684,249.25999450683594,222.60000610351562
$abc$9276$auto$blifparse.cc:396:parse_blif$9435,35709,249.25999450683594,228.0399932861328
$abc$9276$auto$blifparse.cc:396:parse_blif$9455,62144,249.25999450683594,385.79998779296875
$abc$9276$auto$blifparse.cc:396:parse_blif$9475,44504,249.25999450683594,277.0
$abc$9276$auto$blifparse.cc:396:parse_blif$9516,44503,246.9600067138672,277.0
$abc$9276$auto$blifparse.cc:396:parse_blif$9536,62169,249.25999450683594,391.239990234375
$auto$insbuf.cc:97:execute$11712,40969,235.0,255.24000549316406
$auto$insbuf.cc:97:execute$11713,109853,263.05999755859375,687.719970703125
$auto$insbuf.cc:97:execute$11714,111529,235.0,690.4400024414062
$auto$insbuf.cc:97:execute$11715,39267,260.29998779296875,247.0800018310547
$auto$insbuf.cc:97:execute$11716,109827,260.29998779296875,682.280029296875
$auto$insbuf.cc:97:execute$11717,35716,235.4600067138672,230.75999450683594
$auto$insbuf.cc:97:execute$11718,109804,235.4600067138672,687.719970703125
$auto$insbuf.cc:97:execute$11719,113293,235.0,701.3200073242188
$auto$insbuf.cc:97:execute$11720,39244,235.4600067138672,252.52000427246094
$auto$insbuf.cc:97:execute$11721,109814,262.6000061035156,679.5599975585938
$auto$insbuf.cc:97:execute$11722,39205,235.0,244.36000061035156
$auto$insbuf.cc:97:execute$11723,39218,232.6999969482422,247.0800018310547
$auto$insbuf.cc:97:execute$11724,37480,235.4600067138672,241.63999938964844
$auto$insbuf.cc:97:execute$11725,108089,263.05999755859375,676.8400268554688
$auto$insbuf.cc:97:execute$11726,37441,235.0,233.47999572753906
$auto$insbuf.cc:97:execute$11727,111568,235.4600067138672,698.5999755859375
$auto$insbuf.cc:97:execute$11728,37490,262.6000061035156,233.47999572753906
$auto$insbuf.cc:97:execute$11729,40982,232.6999969482422,257.9599914550781
$auto$insbuf.cc:97:execute$11730,111591,260.29998779296875,693.1599731445312
$auto$insbuf.cc:97:execute$11731,37529,263.05999755859375,241.63999938964844
$auto$insbuf.cc:97:execute$11732,41031,260.29998779296875,257.9599914550781
$auto$insbuf.cc:97:execute$11733,113342,262.6000061035156,701.3200073242188
$auto$insbuf.cc:97:execute$11734,39254,262.6000061035156,244.36000061035156
$auto$insbuf.cc:97:execute$11735,42733,235.0,266.1199951171875
$auto$insbuf.cc:97:execute$11736,108063,260.29998779296875,671.4000244140625
$auto$insbuf.cc:97:execute$11737,41018,262.6000061035156,255.24000549316406
$auto$insbuf.cc:97:execute$11738,41008,235.4600067138672,263.3999938964844
$auto$insbuf.cc:97:execute$11739,109765,235.0,679.5599975585938
$auto$insbuf.cc:97:execute$11740,113355,260.29998779296875,704.0399780273438
$auto$insbuf.cc:97:execute$11741,39293,263.05999755859375,252.52000427246094
$auto$insbuf.cc:97:execute$11742,42746,232.6999969482422,268.8399963378906
$auto$insbuf.cc:97:execute$11743,37503,260.29998779296875,236.1999969482422
$auto$insbuf.cc:97:execute$11744,111578,262.6000061035156,690.4400024414062
$auto$insbuf.cc:97:execute$11745,109778,232.6999969482422,682.280029296875
$auto$insbuf.cc:97:execute$11746,42772,235.4600067138672,274.2799987792969
$auto$insbuf.cc:97:execute$11747,41057,263.05999755859375,263.3999938964844
$auto$insbuf.cc:97:execute$11748,108050,262.6000061035156,668.6799926757812
$auto$insbuf.cc:97:execute$11749,111617,263.05999755859375,698.5999755859375
$auto$insbuf.cc:97:execute$11750,106325,263.05999755859375,665.9600219726562
$auto$insbuf.cc:97:execute$11751,37454,232.6999969482422,236.1999969482422
$auto$insbuf.cc:97:execute$11752,108001,235.0,668.6799926757812
$auto$insbuf.cc:97:execute$11753,35726,262.6000061035156,222.60000610351562
$auto$insbuf.cc:97:execute$11755,111542,232.6999969482422,693.1599731445312
$auto$insbuf.cc:97:execute$11756,42782,262.6000061035156,266.1199951171875
$auto$insbuf.cc:97:execute$11757,35739,260.29998779296875,225.32000732421875
$auto$insbuf.cc:97:execute$11758,35765,263.05999755859375,230.75999450683594
$auto$insbuf.cc:97:execute$11759,108040,235.4600067138672,676.8400268554688
$auto$insbuf.cc:97:execute$11760,44497,235.0,277.0
$auto$insbuf.cc:97:execute$11761,42821,263.05999755859375,274.2799987792969
$auto$insbuf.cc:97:execute$11762,106276,235.4600067138672,665.9600219726562
$auto$insbuf.cc:97:execute$11763,33952,235.4600067138672,219.8800048828125
$auto$insbuf.cc:97:execute$11764,106286,262.6000061035156,657.7999877929688
$auto$insbuf.cc:97:execute$11765,106299,260.29998779296875,660.52001953125
$auto$insbuf.cc:97:execute$11766,42795,260.29998779296875,268.8399963378906
$auto$insbuf.cc:97:execute$11767,35677,235.0,222.60000610351562
$auto$insbuf.cc:97:execute$11768,113381,263.05999755859375,709.47998046875
$auto$insbuf.cc:97:execute$11769,35690,232.6999969482422,225.32000732421875
$auto$insbuf.cc:97:execute$11770,115106,262.6000061035156,712.2000122070312
$auto$insbuf.cc:97:execute$11771,115145,263.05999755859375,720.3599853515625
$auto$insbuf.cc:97:execute$11772,44510,232.6999969482422,279.7200012207031
$auto$insbuf.cc:97:execute$11773,115119,260.29998779296875,714.9199829101562
$auto$insbuf.cc:97:execute$11774,33926,232.6999969482422,214.44000244140625
$auto$insbuf.cc:97:execute$11775,33913,235.0,211.72000122070312
$auto$insbuf.cc:97:execute$11776,108014,232.6999969482422,671.4000244140625
$auto$insbuf.cc:97:execute$11777,106237,235.0,657.7999877929688
$auto$insbuf.cc:97:execute$11778,32188,235.4600067138672,209.0
$auto$insbuf.cc:97:execute$11779,116834,232.6999969482422,725.7999877929688
$auto$insbuf.cc:97:execute$11780,116821,235.0,723.0800170898438
$auto$insbuf.cc:97:execute$11781,115070,232.6999969482422,714.9199829101562
$auto$insbuf.cc:97:execute$11782,39169,205.10000610351562,247.0800018310547
$auto$insbuf.cc:97:execute$11783,115057,235.0,712.2000122070312
$auto$insbuf.cc:97:execute$11784,39195,207.86000061035156,252.52000427246094
$auto$insbuf.cc:97:execute$11785,113306,232.6999969482422,704.0399780273438
$auto$insbuf.cc:97:execute$11786,115096,235.4600067138672,720.3599853515625
$auto$insbuf.cc:97:execute$11787,39156,207.39999389648438,244.36000061035156
$auto$insbuf.cc:97:execute$11788,44559,260.29998779296875,279.7200012207031
$auto$insbuf.cc:97:execute$11789,109876,287.8999938964844,682.280029296875
$auto$insbuf.cc:97:execute$11790,32237,263.05999755859375,209.0
$auto$insbuf.cc:97:execute$11791,116870,262.6000061035156,723.0800170898438
$auto$insbuf.cc:97:execute$11792,44546,262.6000061035156,277.0
$auto$insbuf.cc:97:execute$11793,34001,263.05999755859375,219.8800048828125
$auto$insbuf.cc:97:execute$11794,33975,260.29998779296875,214.44000244140625
$auto$insbuf.cc:97:execute$11795,109863,290.20001220703125,679.5599975585938
$auto$insbuf.cc:97:execute$11796,33962,262.6000061035156,211.72000122070312
$auto$insbuf.cc:97:execute$11797,106250,232.6999969482422,660.52001953125
