kind,episode,loss,policy_loss,value_loss,entropy,steps,hpwl_local_end,illegal_swaps,time_sec
swap,76,264746.820312,,,,80,12975.410146,0.00,0.315730
swap,77,115564.375000,,,,80,11857.850194,0.00,0.308927
swap,78,482384.023438,,,,80,13508.350185,0.00,0.309336
swap,79,2565980.375000,,,,80,11772.989917,0.00,0.346837
swap,80,277410.296875,,,,80,11675.950091,0.00,0.365935
swap,81,283588.375000,,,,80,13809.050197,0.00,0.394801
swap,82,4304323.250000,,,,80,12038.210047,0.00,0.422112
swap,83,157372.257812,,,,80,12133.110148,0.00,0.358961
swap,84,110062.060547,,,,80,11289.510161,0.00,0.315738
swap,85,139396.222656,,,,80,11921.370176,0.00,0.308472
swap,86,270453.851562,,,,80,11962.490157,0.00,0.309683
swap,87,1258385.906250,,,,80,13044.050123,0.00,0.308599
swap,88,350116.632812,,,,80,11203.430218,0.00,0.318999
swap,89,75796.953125,,,,80,11227.470162,0.00,0.350090
swap,90,3494342.937500,,,,80,14329.500122,0.00,0.353068
swap,91,9597189.750000,,,,80,12178.370032,0.00,0.398769
swap,92,4385546.750000,,,,80,13842.869823,0.00,0.450808
swap,93,85847.167969,,,,80,12309.230138,0.00,0.381608
swap,94,248749.242188,,,,80,11041.690211,0.00,0.320686
swap,95,114350.017578,,,,80,11121.410212,0.00,0.306319
swap,96,92119.406250,,,,80,10912.250140,0.00,0.310868
swap,97,103392.851562,,,,80,11336.650168,0.00,0.313921
swap,98,1785331.062500,,,,80,11718.670220,0.00,0.308001
swap,99,1315726.125000,,,,80,11962.130181,0.00,0.341468
swap,100,4077238.937500,,,,80,12574.549991,0.00,0.365688
swap,1,161.775784,,,,80,4854.510032,0.00,0.394938
swap,2,81.141637,,,,80,4854.510032,0.00,0.443862
swap,3,36.122675,,,,80,4854.510032,0.00,0.433943
swap,4,11.060932,,,,80,4854.510032,0.00,0.319505
swap,5,0.856661,,,,80,4854.510032,0.00,0.316117
swap,6,0.473345,,,,80,4854.510032,0.00,0.322791
swap,7,0.325262,,,,80,4854.510032,0.00,0.317917
swap,8,0.279485,,,,80,4854.510032,0.00,0.316020
swap,9,0.246356,,,,80,4854.510032,0.00,0.350518
swap,10,0.232591,,,,80,4854.510032,0.00,0.368007
swap,11,0.261620,,,,80,4854.510032,0.00,0.439903
swap,12,0.263508,,,,80,4854.510032,0.00,0.471607
swap,13,199.838108,,,,80,4854.510032,0.00,0.455800
swap,14,1.906099,,,,80,4854.510032,0.00,0.318674
swap,15,0.472121,,,,80,4854.510032,0.00,0.316750
swap,16,0.106998,,,,80,4854.510032,0.00,0.314560
swap,17,0.252610,,,,80,4854.510032,0.00,0.317417
swap,18,0.137485,,,,80,4854.510032,0.00,0.313280
swap,19,0.586865,,,,80,4854.510032,0.00,0.331454
swap,20,0.622207,,,,80,4854.510032,0.00,0.364984
swap,21,1.529375,,,,80,4854.510032,0.00,0.401295
swap,22,2.668150,,,,80,4854.510032,0.00,0.462421
swap,23,1.265329,,,,80,4854.510032,0.00,0.458863
swap,24,0.078626,,,,80,4854.510032,0.00,0.302224
swap,25,0.116714,,,,80,4854.510032,0.00,0.303513
swap,26,11.597539,,,,80,4854.510032,0.00,0.300566
swap,27,0.089645,,,,80,4854.510032,0.00,0.297009
swap,28,8.777050,,,,80,4854.510032,0.00,0.297625
swap,29,0.656053,,,,80,4854.510032,0.00,0.304797
swap,30,0.485002,,,,80,4854.510032,0.00,0.306599
swap,31,1.283568,,,,80,4854.510032,0.00,0.329579
swap,32,2.623360,,,,80,4854.510032,0.00,0.386492
swap,33,1.425607,,,,80,4854.510032,0.00,0.426819
swap,34,3.913746,,,,80,4854.510032,0.00,0.325362
swap,35,39.209719,,,,80,4854.510032,0.00,0.323416
swap,36,822.884689,,,,80,4958.490047,0.00,0.313612
swap,37,32.290017,,,,80,4854.510032,0.00,0.322543
swap,38,17.679360,,,,80,4854.510032,0.00,0.317702
swap,39,16.008189,,,,80,4854.510032,0.00,0.339339
swap,40,56.494010,,,,80,4854.510032,0.00,0.362990
swap,41,121.972946,,,,80,4889.730041,0.00,0.426543
swap,42,24.632234,,,,80,4854.510032,0.00,0.459592
swap,43,10.543221,,,,80,4854.510032,0.00,0.462578
swap,44,4.637752,,,,80,4854.510032,0.00,0.359821
swap,45,0.980293,,,,80,4854.510032,0.00,0.360047
swap,46,1287.893097,,,,80,4966.690048,0.00,0.358641
swap,47,24.234386,,,,80,4854.510032,0.00,0.359604
swap,48,10.506383,,,,80,4854.510032,0.00,0.360664
swap,49,3.685258,,,,80,4854.510032,0.00,0.366641
swap,50,0.175015,,,,80,4854.510032,0.00,0.401482
swap,51,0.334256,,,,80,4854.510032,0.00,0.417404
swap,52,1417.504639,,,,80,4972.530039,0.00,0.403349
swap,53,5.548619,,,,80,4854.510032,0.00,0.311176
swap,54,1.657944,,,,80,4854.510032,0.00,0.305784
swap,55,1.050984,,,,80,4854.510032,0.00,0.295540
swap,56,30.102393,,,,80,4854.510032,0.00,0.297069
swap,57,0.567704,,,,80,4854.510032,0.00,0.299438
swap,58,4.991097,,,,80,4854.510032,0.00,0.304733
swap,59,1.141424,,,,80,4854.510032,0.00,0.307769
swap,60,1.034989,,,,80,4854.510032,0.00,0.311727
swap,61,1340.440765,,,,80,4966.690048,0.00,0.391373
swap,62,1060.880783,,,,80,4958.490047,0.00,0.456870
swap,63,71.764007,,,,80,4854.510032,0.00,0.432263
swap,64,42.837066,,,,80,4854.510032,0.00,0.317413
swap,65,21.225609,,,,80,4854.510032,0.00,0.315336
swap,66,9.024620,,,,80,4854.510032,0.00,0.318174
swap,67,1359.764008,,,,80,4868.389999,0.00,0.315067
swap,68,1265.796326,,,,80,4966.690048,0.00,0.316528
swap,69,29.450584,,,,80,4854.510032,0.00,0.337262
swap,70,9.535043,,,,80,4854.510032,0.00,0.361230
swap,71,1116.783813,,,,80,4958.490047,0.00,0.403197
swap,72,6.864602,,,,80,4854.510032,0.00,0.458269
swap,73,5.382318,,,,80,4854.510032,0.00,0.382874
swap,74,77546.111328,,,,80,4093.530025,0.00,0.317817
swap,75,1088.708038,,,,80,4939.090050,0.00,0.314748
swap,76,1003.440277,,,,80,4854.510032,0.00,0.315489
swap,77,93.366262,,,,80,4854.510032,0.00,0.315625
swap,78,1.322788,,,,80,4854.510032,0.00,0.314953
swap,79,116.190615,,,,80,4854.510032,0.00,0.353696
swap,80,515.413307,,,,80,4958.490047,0.00,0.363005
swap,81,7.249550,,,,80,4854.510032,0.00,0.399188
swap,82,68.400636,,,,80,4835.750046,0.00,0.450740
swap,83,53.613598,,,,80,4835.750046,0.00,0.420292
swap,84,1880.151794,,,,80,4964.330036,0.00,0.317165
swap,85,38.485513,,,,80,4835.750046,0.00,0.318144
swap,86,72834.250000,,,,80,4093.530025,0.00,0.319625
swap,87,70764.082031,,,,80,4093.530025,0.00,0.318441
swap,88,2158.638977,,,,80,4878.850037,0.00,0.327862
swap,89,3339117.437500,,,,80,5550.650001,0.00,0.358448
swap,90,2165.713501,,,,80,4835.750046,0.00,0.382919
swap,91,1669.903198,,,,80,4930.890045,0.00,0.396013
swap,92,2504.735291,,,,80,4854.510032,0.00,0.422483
swap,93,1460.177673,,,,80,4939.090050,0.00,0.361668
swap,94,1893.822998,,,,80,4854.510032,0.00,0.350794
swap,95,4072.496582,,,,80,4958.490047,0.00,0.343319
swap,96,2311.033691,,,,80,4854.510032,0.00,0.315413
swap,97,2556.984863,,,,80,4870.650032,0.00,0.318896
swap,98,2013.610291,,,,80,4878.850037,0.00,0.332391
swap,99,4271.814575,,,,80,4983.830014,0.00,0.362537
swap,100,3200611.312500,,,,80,5564.730017,0.00,0.368320
swap,1,316.353073,,,,80,2123.909929,0.00,0.435184
swap,2,188.257362,,,,80,2123.909929,0.00,0.413335
swap,3,97.353323,,,,80,2123.909929,0.00,0.325366
swap,4,344.400749,,,,80,2123.909929,0.00,0.326570
swap,5,47.414630,,,,80,2123.909929,0.00,0.316931
swap,6,30.820923,,,,80,2123.909929,0.00,0.311212
swap,7,1870.906189,,,,80,2238.929973,0.00,0.310665
swap,8,1478.989777,,,,80,2123.909929,0.00,0.324585
swap,9,2672.762695,,,,80,2255.489943,0.00,0.320600
swap,10,925.561340,,,,80,2255.489943,0.00,0.371352
swap,11,260.528378,,,,80,2123.909929,0.00,0.418734
swap,12,220.529755,,,,80,2123.909929,0.00,0.473893
swap,13,430.975365,,,,80,2187.529912,0.00,0.497719
swap,14,138.440987,,,,80,2123.909929,0.00,0.378122
swap,15,91.166689,,,,80,2123.909929,0.00,0.377895
swap,16,3159.537903,,,,80,2123.909929,0.00,0.380031
swap,17,5088.543213,,,,80,2370.509988,0.00,0.402587
swap,18,1363.779480,,,,80,2187.529912,0.00,0.398031
swap,19,3559.329651,,,,80,2255.489943,0.00,0.391998
swap,20,78.892104,,,,80,2123.909929,0.00,0.393501
swap,21,1414.451843,,,,80,2187.529912,0.00,0.501111
swap,22,50.651962,,,,80,2123.909929,0.00,0.505001
swap,23,2470.191589,,,,80,2308.010003,0.00,0.415056
swap,24,3184.939636,,,,80,2123.909929,0.00,0.334056
swap,25,4111.123230,,,,80,2315.309987,0.00,0.328182
swap,26,772.863861,,,,80,2255.489943,0.00,0.329382
swap,27,705.794235,,,,80,2252.810002,0.00,0.328380
swap,28,427.066559,,,,80,2123.909929,0.00,0.349685
swap,29,366.125420,,,,80,2123.909929,0.00,0.376184
swap,30,207.699190,,,,80,2123.909929,0.00,0.380977
swap,31,105.214071,,,,80,2123.909929,0.00,0.455460
swap,32,1901.326324,,,,80,2123.909929,0.00,0.484298
swap,33,1536.245819,,,,80,2162.389934,0.00,0.406904
swap,34,2278.739014,,,,80,2318.889947,0.00,0.341336
swap,35,1604.987488,,,,80,2255.489943,0.00,0.331835
swap,36,2518.091248,,,,80,2255.489943,0.00,0.337297
swap,37,255.439713,,,,80,2123.909929,0.00,0.327178
swap,38,205.457428,,,,80,2123.909929,0.00,0.350298
swap,39,106.189039,,,,80,2123.909929,0.00,0.383676
swap,40,117.219439,,,,80,2123.909929,0.00,0.408396
swap,41,94.094509,,,,80,2123.909929,0.00,0.414166
swap,42,2506.603699,,,,80,2123.909929,0.00,0.465372
swap,43,2484.629089,,,,80,2255.489943,0.00,0.493625
swap,44,2858.534668,,,,80,2255.489943,0.00,0.378587
swap,45,672.918137,,,,80,2123.909929,0.00,0.376460
swap,46,2491.525757,,,,80,2173.269939,0.00,0.373501
swap,47,1537.905731,,,,80,2255.489943,0.00,0.381434
swap,48,679.817017,,,,80,2255.489943,0.00,0.379310
swap,49,288.092175,,,,80,2123.909929,0.00,0.378779
swap,50,236.479561,,,,80,2123.909929,0.00,0.397357
swap,51,145.344074,,,,80,2123.909929,0.00,0.422996
swap,52,61.442139,,,,80,2123.909929,0.00,0.471546
swap,53,2291.068726,,,,80,2255.489943,0.00,0.446909
swap,54,1883.722015,,,,80,2123.909929,0.00,0.329705
swap,55,3632.577271,,,,80,2318.889947,0.00,0.332817
swap,56,804.681976,,,,80,2123.909929,0.00,0.330423
swap,57,1823.328186,,,,80,2187.529912,0.00,0.333362
swap,58,718.344818,,,,80,2187.529912,0.00,0.328586
swap,59,591.584793,,,,80,2187.529912,0.00,0.380778
swap,60,155.051411,,,,80,2123.909929,0.00,0.382131
swap,61,1560.263153,,,,80,2255.489943,0.00,0.426731
swap,62,1333.140900,,,,80,2123.909929,0.00,0.473950
swap,63,261.056919,,,,80,2123.909929,0.00,0.486102
swap,64,1466.569153,,,,80,2187.529912,0.00,0.367045
swap,65,3442.705811,,,,80,2303.629945,0.00,0.373006
swap,66,2058.962341,,,,80,2255.489943,0.00,0.379028
swap,67,178.017559,,,,80,2123.909929,0.00,0.381440
swap,68,148.285543,,,,80,2123.909929,0.00,0.384471
swap,69,83.694584,,,,80,2123.909929,0.00,0.384490
swap,70,66.083793,,,,80,2123.909929,0.00,0.407304
swap,71,2020.270630,,,,80,2187.529912,0.00,0.436450
swap,72,1000.714127,,,,80,2187.529912,0.00,0.477965
swap,73,1456.922241,,,,80,2255.489943,0.00,0.383897
swap,74,357.528481,,,,80,2187.529912,0.00,0.329414
swap,75,289.429176,,,,80,2123.909929,0.00,0.331407
swap,76,220.211170,,,,80,2123.909929,0.00,0.328967
swap,77,112.353239,,,,80,2123.909929,0.00,0.329808
swap,78,398.477409,,,,80,2187.529912,0.00,0.356335
swap,79,543.847733,,,,80,2187.529912,0.00,0.379776
swap,80,67.483822,,,,80,2123.909929,0.00,0.396509
swap,81,43.050749,,,,80,2123.909929,0.00,0.422576
swap,82,430.606544,,,,80,2187.529912,0.00,0.463939
swap,83,1858.660156,,,,80,2187.529912,0.00,0.454180
swap,84,89.717733,,,,80,2123.909929,0.00,0.327205
swap,85,60.856994,,,,80,2123.909929,0.00,0.328864
swap,86,189.153130,,,,80,2123.909929,0.00,0.328639
swap,87,1413.174744,,,,80,2123.909929,0.00,0.327953
swap,88,2244.045654,,,,80,2123.909929,0.00,0.337484
swap,89,5164.618286,,,,80,2370.509988,0.00,0.378631
swap,90,2642.915405,,,,80,2313.049954,0.00,0.397353
swap,91,1796.452606,,,,80,2187.529912,0.00,0.416204
swap,92,1843.529694,,,,80,2200.289943,0.00,0.478758
swap,93,73.456536,,,,80,2123.909929,0.00,0.478556
swap,94,46.044685,,,,80,2123.909929,0.00,0.378393
swap,95,620.000473,,,,80,2123.909929,0.00,0.379537
swap,96,740.976685,,,,80,2123.909929,0.00,0.384779
swap,97,1231.530182,,,,80,2187.529912,0.00,0.376723
swap,98,31.879155,,,,80,2123.909929,0.00,0.378192
swap,99,346.631798,,,,80,2187.529912,0.00,0.380027
swap,100,50.006724,,,,80,2123.909929,0.00,0.401259
swap,1,133.701412,,,,80,4563.370001,0.00,0.426677
swap,2,1585.318115,,,,80,4443.690008,0.00,0.466962
swap,3,3079.779907,,,,80,4697.090046,0.00,0.380625
swap,4,1454.277466,,,,80,4476.330023,0.00,0.331457
swap,5,2057.728180,,,,80,4492.250044,0.00,0.331583
swap,6,5356.977173,,,,80,4544.770038,0.00,0.331752
swap,7,8974.215820,,,,80,4842.810066,0.00,0.333241
swap,8,3350.149780,,,,80,4577.410053,0.00,0.356834
swap,9,3367.237488,,,,80,4641.889983,0.00,0.377747
swap,10,2486.091248,,,,80,4563.370001,0.00,0.406981
swap,11,1901.756409,,,,80,4443.690008,0.00,0.416325
swap,12,140.516811,,,,80,4596.010015,0.00,0.484055
swap,13,128.204720,,,,80,4563.370001,0.00,0.451550
swap,14,333.947426,,,,80,4567.990047,0.00,0.328847
swap,15,2244.291931,,,,80,4596.010015,0.00,0.331456
swap,16,1270.540863,,,,80,4443.690008,0.00,0.329315
swap,17,76.475685,,,,80,4563.370001,0.00,0.333527
swap,18,2437.164001,,,,80,4577.410053,0.00,0.343357
swap,19,2350.054810,,,,80,4563.370001,0.00,0.378604
swap,20,1858.188843,,,,80,4443.690008,0.00,0.401013
swap,21,112.269773,,,,80,4563.370001,0.00,0.433481
swap,22,714.317261,,,,80,4443.690008,0.00,0.478980
swap,23,1437.323425,,,,80,4443.690008,0.00,0.456798
swap,24,2377.821777,,,,80,4563.370001,0.00,0.330360
swap,25,2154.689941,,,,80,4558.349970,0.00,0.337308
swap,26,3258.405518,,,,80,4563.370001,0.00,0.333400
swap,27,2623.053467,,,,80,4596.010015,0.00,0.331598
swap,28,542.797989,,,,80,4533.090063,0.00,0.333384
swap,29,2846.739075,,,,80,4443.690008,0.00,0.380387
swap,30,2160.947388,,,,80,4443.690008,0.00,0.410116
swap,31,1858.980438,,,,80,4443.690008,0.00,0.433909
swap,32,2027.368073,,,,80,4443.690008,0.00,0.480252
swap,33,2674.281555,,,,80,4544.770038,0.00,0.427786
swap,34,2946.558960,,,,80,4476.330023,0.00,0.328518
swap,35,1314.395691,,,,80,4630.990059,0.00,0.325791
swap,36,2305.891235,,,,80,4563.370001,0.00,0.328601
swap,37,1875.631256,,,,80,4596.010015,0.00,0.328955
swap,38,134.915081,,,,80,4563.370001,0.00,0.329773
swap,39,1535.777954,,,,80,4443.690008,0.00,0.376851
swap,40,2029.899506,,,,80,4443.690008,0.00,0.377548
swap,41,1913.775574,,,,80,4443.690008,0.00,0.430303
swap,42,3415.485657,,,,80,4596.010015,0.00,0.481598
swap,43,2901.425293,,,,80,4563.370001,0.00,0.398178
swap,44,2371.335022,,,,80,4596.010015,0.00,0.334008
swap,45,2311.102295,,,,80,4484.530027,0.00,0.331841
swap,46,1982.915131,,,,80,4443.690008,0.00,0.328582
swap,47,4938.084717,,,,80,4664.450031,0.00,0.328578
swap,48,4020.555420,,,,80,4627.849996,0.00,0.355224
swap,49,1271.885437,,,,80,4443.690008,0.00,0.378389
swap,50,1023.343430,,,,80,4443.690008,0.00,0.387497
swap,51,1145.056091,,,,80,4443.690008,0.00,0.479231
swap,52,1920.327209,,,,80,4443.690008,0.00,0.414884
swap,53,2320.232483,,,,80,4596.010015,0.00,0.507768
swap,54,2985.731323,,,,80,4437.870001,0.00,0.372950
swap,55,2286.322815,,,,80,4492.250044,0.00,0.335452
swap,56,1042.245743,,,,80,4563.370001,0.00,0.357272
swap,57,2684.004578,,,,80,4563.370001,0.00,0.341706
swap,58,85.401459,,,,80,4563.370001,0.00,0.333939
swap,59,1640.332428,,,,80,4596.010015,0.00,0.370860
swap,60,1363.473297,,,,80,4443.690008,0.00,0.409730
swap,61,1596.612854,,,,80,4443.690008,0.00,0.452898
swap,62,967.632004,,,,80,4476.330023,0.00,0.510764
swap,63,652.005051,,,,80,4443.690008,0.00,0.471684
swap,64,1918.515564,,,,80,4563.370001,0.00,0.377452
swap,65,3202.769775,,,,80,4596.010015,0.00,0.376206
swap,66,2103.550598,,,,80,4596.010015,0.00,0.377128
swap,67,1355.151703,,,,80,4563.370001,0.00,0.376959
swap,68,937.195358,,,,80,4443.690008,0.00,0.377021
swap,69,1070.004822,,,,80,4443.690008,0.00,0.377764
swap,70,1164.937073,,,,80,4443.690008,0.00,0.399947
swap,71,1957.451569,,,,80,4443.690008,0.00,0.416543
swap,72,2775.862000,,,,80,4577.410053,0.00,0.500419
swap,73,1690.635468,,,,80,4443.690008,0.00,0.449972
swap,74,212.782837,,,,80,4492.250044,0.00,0.329424
swap,75,1825.397278,,,,80,4660.490011,0.00,0.334042
swap,76,5168.692627,,,,80,4765.430023,0.00,0.332115
swap,77,2364.655212,,,,80,4443.690008,0.00,0.336950
swap,78,2350.218079,,,,80,4563.370001,0.00,0.340073
swap,79,211.407909,,,,80,4443.690008,0.00,0.376543
swap,80,1972.295166,,,,80,4443.690008,0.00,0.405427
swap,81,2328.863220,,,,80,4443.690008,0.00,0.425660
swap,82,2682.953735,,,,80,4443.690008,0.00,0.470808
swap,83,2581.479858,,,,80,4443.690008,0.00,0.471318
swap,84,1926.969360,,,,80,4596.010015,0.00,0.327142
swap,85,1931.460205,,,,80,4443.690008,0.00,0.329546
swap,86,2879.745117,,,,80,4563.370001,0.00,0.330166
swap,87,1961.575104,,,,80,4533.090063,0.00,0.334765
swap,88,2609.454468,,,,80,4563.370001,0.00,0.330419
swap,89,2077.194336,,,,80,4443.690008,0.00,0.377631
swap,90,1885.322998,,,,80,4596.010015,0.00,0.414348
swap,91,1987.448486,,,,80,4443.690008,0.00,0.425215
swap,92,2278.873047,,,,80,4563.370001,0.00,0.463103
swap,93,1839.020203,,,,80,4443.690008,0.00,0.435387
swap,94,1407.663391,,,,80,4563.370001,0.00,0.330405
swap,95,1155.661102,,,,80,4563.370001,0.00,0.335218
swap,96,1087.361450,,,,80,4443.690008,0.00,0.330126
swap,97,872.792252,,,,80,4443.690008,0.00,0.330053
swap,98,1120.434906,,,,80,4443.690008,0.00,0.328584
swap,99,1519.241791,,,,80,4443.690008,0.00,0.375560
swap,100,2673.377869,,,,80,4563.370001,0.00,0.380077
swap,1,340.822144,,,,80,9386.489961,0.00,0.422833
swap,2,6542067.750000,,,,80,10378.529984,0.00,0.454627
swap,3,2342583.375000,,,,80,10409.609960,0.00,0.328800
swap,4,433.232620,,,,80,9397.369966,0.00,0.326423
swap,5,9612412.500000,,,,80,10092.009957,0.00,0.315693
swap,6,526.428299,,,,80,9397.369966,0.00,0.329515
swap,7,423.339890,,,,80,9386.489961,0.00,0.310947
swap,8,225.764717,,,,80,9386.489961,0.00,0.335794
swap,9,6950553.625000,,,,80,11005.329988,0.00,0.359382
swap,10,11391031.000000,,,,80,9386.489961,0.00,0.360639
swap,11,32.589437,,,,80,9386.489961,0.00,0.405956
swap,12,5218370.125000,,,,80,10284.849980,0.00,0.453539
swap,13,4095537.625000,,,,80,10408.489999,0.00,0.459839
swap,14,6156020.500000,,,,80,11047.289968,0.00,0.316502
swap,15,4771488.750000,,,,80,10409.609960,0.00,0.319060
swap,16,811.271881,,,,80,9358.069943,0.00,0.312799
swap,17,458.871727,,,,80,9386.489961,0.00,0.313090
swap,18,328.408695,,,,80,9386.489961,0.00,0.314979
swap,19,219.845089,,,,80,9386.489961,0.00,0.354256
swap,20,7133905.250000,,,,80,11005.329988,0.00,0.359370
swap,21,6121284.375000,,,,80,10420.489964,0.00,0.410714
swap,22,7119106.125000,,,,80,11005.329988,0.00,0.441749
swap,23,258.479046,,,,80,9386.489961,0.00,0.361730
swap,24,6136464.000000,,,,80,11005.329988,0.00,0.300263
swap,25,350.712212,,,,80,9386.489961,0.00,0.296636
swap,26,268.610542,,,,80,9386.489961,0.00,0.295165
swap,27,157.539326,,,,80,9386.489961,0.00,0.294807
swap,28,57.978403,,,,80,9386.489961,0.00,0.305845
swap,29,3239058.000000,,,,80,10409.609960,0.00,0.305248
swap,30,6179319.625000,,,,80,10409.609960,0.00,0.311073
swap,31,30.101148,,,,80,9386.489961,0.00,0.383563
swap,32,13.568083,,,,80,9386.489961,0.00,0.437441
swap,33,1352122.531250,,,,80,10409.609960,0.00,0.432954
swap,34,37.143447,,,,80,9386.489961,0.00,0.315381
swap,35,6125651.625000,,,,80,10409.609960,0.00,0.332709
swap,36,10.292225,,,,80,9386.489961,0.00,0.319208
swap,37,5.040330,,,,80,9386.489961,0.00,0.315269
swap,38,3280399.562500,,,,80,9386.489961,0.00,0.321318
swap,39,11451891.750000,,,,80,9344.529981,0.00,0.347461
swap,40,7.676678,,,,80,9386.489961,0.00,0.366818
swap,41,11127431.500000,,,,80,10326.809960,0.00,0.400853
swap,42,9.121815,,,,80,9386.489961,0.00,0.462809
swap,43,1.637360,,,,80,9386.489961,0.00,0.434935
swap,44,1.200178,,,,80,9386.489961,0.00,0.319941
swap,45,6167464.375000,,,,80,10409.609960,0.00,0.315540
swap,46,19.392147,,,,80,9386.489961,0.00,0.315550
swap,47,8.184814,,,,80,9386.489961,0.00,0.320202
swap,48,6556491.625000,,,,80,9386.489961,0.00,0.376684
swap,49,2083143.312500,,,,80,9386.489961,0.00,0.457254
swap,50,3132911.125000,,,,80,10326.809960,0.00,0.356075
swap,51,8980929.750000,,,,80,9386.489961,0.00,0.408704
swap,52,7104847.875000,,,,80,10294.089936,0.00,0.434941
swap,53,4104457.750000,,,,80,10375.729955,0.00,0.390206
swap,54,5547094.000000,,,,80,10409.609960,0.00,0.355008
swap,55,25.928759,,,,80,9386.489961,0.00,0.364935
swap,56,9.113065,,,,80,9386.489961,0.00,0.312827
swap,57,4811001.250000,,,,80,9386.489961,0.00,0.358609
swap,58,1.402610,,,,80,9386.489961,0.00,0.299796
swap,59,0.105238,,,,80,9386.489961,0.00,0.300016
swap,60,7886785.750000,,,,80,9386.489961,0.00,0.318225
swap,61,5765964.875000,,,,80,9386.489961,0.00,0.327073
swap,62,5924192.250000,,,,80,10469.049938,0.00,0.330866
swap,63,8597880.000000,,,,80,9386.489961,0.00,0.340835
swap,64,6418790.375000,,,,80,10324.130021,0.00,0.328013
swap,65,5552391.000000,,,,80,10409.549946,0.00,0.382262
swap,66,5994821.250000,,,,80,10326.809960,0.00,0.373257
swap,67,31.384490,,,,80,9386.489961,0.00,0.399732
swap,68,15.481970,,,,80,9386.489961,0.00,0.442175
swap,69,7263822.125000,,,,80,11047.289968,0.00,0.393765
swap,70,30.175477,,,,80,9386.489961,0.00,0.340020
swap,71,5.246544,,,,80,9386.489961,0.00,0.298957
swap,72,8257678.500000,,,,80,10374.309987,0.00,0.303986
swap,73,8016441.125000,,,,80,9397.369966,0.00,0.302096
swap,74,681.497742,,,,80,9470.369950,0.00,0.302447
swap,75,45.531018,,,,80,9386.489961,0.00,0.326538
swap,76,23.339937,,,,80,9386.489961,0.00,0.323845
swap,77,10135808.250000,,,,80,9386.489961,0.00,0.349435
swap,78,2883544.000000,,,,80,9386.489961,0.00,0.372643
swap,79,3566531.937500,,,,80,10409.609960,0.00,0.405482
swap,80,11275022.500000,,,,80,9386.489961,0.00,0.400617
swap,81,12535150.250000,,,,80,10326.809960,0.00,0.395844
swap,82,6658956.500000,,,,80,10326.809960,0.00,0.406225
swap,83,39.315086,,,,80,9386.489961,0.00,0.433020
swap,84,26.656742,,,,80,9386.489961,0.00,0.370532
swap,85,3207093.500000,,,,80,9386.489961,0.00,0.367706
swap,86,5589308.000000,,,,80,10409.609960,0.00,0.395012
swap,87,7171718.875000,,,,80,9470.369950,0.00,0.494491
swap,88,9303985.000000,,,,80,10381.189942,0.00,0.387426
swap,89,735733.796875,,,,80,9386.489961,0.00,0.326613
swap,90,3852382.562500,,,,80,9386.489961,0.00,0.310880
swap,91,7.797486,,,,80,9386.489961,0.00,0.360146
swap,92,5887970.625000,,,,80,11011.989995,0.00,0.331719
swap,93,3258409.250000,,,,80,9352.609956,0.00,0.409865
swap,94,9.255944,,,,80,9386.489961,0.00,0.479495
swap,95,4.606813,,,,80,9386.489961,0.00,0.412649
swap,96,6124241.250000,,,,80,10374.309987,0.00,0.373273
swap,97,3.466294,,,,80,9386.489961,0.00,0.335909
swap,98,1.146949,,,,80,9386.489961,0.00,0.326542
swap,99,7093724.125000,,,,80,11047.289968,0.00,0.366247
swap,100,19.131794,,,,80,9386.489961,0.00,0.384527
swap,1,1083509.062500,,,,80,12157.549951,0.00,0.411578
swap,2,524448.390625,,,,80,13438.810037,0.00,0.479648
swap,3,590458.000000,,,,80,12116.569970,0.00,0.441120
swap,4,435081.992188,,,,80,11832.670007,0.00,0.327425
swap,5,236476.257812,,,,80,11832.670007,0.00,0.321033
swap,6,242324.945312,,,,80,11832.670007,0.00,0.323209
swap,7,10824.085449,,,,80,11832.670007,0.00,0.325189
swap,8,10876.937256,,,,80,11832.670007,0.00,0.339016
swap,9,10452.696289,,,,80,11832.670007,0.00,0.385799
swap,10,9794.161621,,,,80,11832.670007,0.00,0.379639
swap,11,9074.292236,,,,80,11832.670007,0.00,0.425102
swap,12,8400.378174,,,,80,11832.670007,0.00,0.482454
swap,13,256056.371094,,,,80,11767.069940,0.00,0.450557
swap,14,675973.968750,,,,80,12608.890008,0.00,0.319471
swap,15,798784.265625,,,,80,11664.210076,0.00,0.327901
swap,16,1407214.375000,,,,80,12967.929963,0.00,0.317756
swap,17,412269.882812,,,,80,11853.869958,0.00,0.316220
swap,18,696088.140625,,,,80,12455.329873,0.00,0.377753
swap,19,576072.437500,,,,80,12167.890016,0.00,0.441935
swap,20,501107.101562,,,,80,12672.609992,0.00,0.416658
swap,21,994525.593750,,,,80,12584.549933,0.00,0.369453
swap,22,346699.984375,,,,80,11767.069940,0.00,0.353882
swap,23,344669.523438,,,,80,11832.670007,0.00,0.364175
swap,24,226696.117188,,,,80,11767.069940,0.00,0.353506
swap,25,203942.457031,,,,80,11767.069940,0.00,0.328860
swap,26,297170.539062,,,,80,11832.670007,0.00,0.362620
swap,27,384009.242188,,,,80,11832.670007,0.00,0.381573
swap,28,274025.070312,,,,80,11767.069940,0.00,0.405251
swap,29,164801.566406,,,,80,11767.069940,0.00,0.329444
