kind,episode,loss,policy_loss,value_loss,entropy,steps,hpwl_local_end,illegal_swaps,time_sec
swap,78,23173831.000000,,,,80,33211.990171,0.00,0.306114
swap,79,292508.890625,,,,80,32926.450147,0.00,0.331967
swap,80,675924.046875,,,,80,33688.190004,0.00,0.371884
swap,81,347199.140625,,,,80,32953.590147,0.00,0.381088
swap,82,293951.664062,,,,80,32477.490138,0.00,0.428585
swap,83,329824.492188,,,,80,33913.110059,0.00,0.414133
swap,84,329053.148438,,,,80,32235.690171,0.00,0.314478
swap,85,305533.070312,,,,80,33862.690057,0.00,0.312832
swap,86,385754.523438,,,,80,34047.650056,0.00,0.304508
swap,87,361235.765625,,,,80,34005.990065,0.00,0.305462
swap,88,333942.148438,,,,80,33862.690057,0.00,0.327976
swap,89,306229.156250,,,,80,33494.469993,0.00,0.332259
swap,90,306871.960938,,,,80,34021.710034,0.00,0.351437
swap,91,298675.281250,,,,80,33862.690057,0.00,0.393113
swap,92,241004.519531,,,,80,33862.690057,0.00,0.438502
swap,93,248923.871094,,,,80,33862.690057,0.00,0.449735
swap,94,17903247.000000,,,,80,33806.050022,0.00,0.309084
swap,95,273496.234375,,,,80,33544.889995,0.00,0.305028
swap,96,241586.847656,,,,80,33862.690057,0.00,0.320607
swap,97,259557.488281,,,,80,33544.889995,0.00,0.306819
swap,98,267595.406250,,,,80,33544.889995,0.00,0.306462
swap,99,263454.359375,,,,80,33544.889995,0.00,0.355749
swap,100,265022.765625,,,,80,33544.889995,0.00,0.346825
swap,1,1229.063232,,,,80,8563.129945,0.00,0.397525
swap,2,1838.218140,,,,80,8664.509942,0.00,0.552866
swap,3,960.774704,,,,80,8484.589946,0.00,0.431167
swap,4,1200.573792,,,,80,8437.609946,0.00,0.310183
swap,5,879.333786,,,,80,8517.229941,0.00,0.310533
swap,6,1073.477509,,,,80,8550.449946,0.00,0.315986
swap,7,8383673.500000,,,,80,9597.689952,0.00,0.314113
swap,8,9908339.000000,,,,80,8942.929999,0.00,0.310573
swap,9,537.579742,,,,80,8541.669944,0.00,0.343149
swap,10,1196.182434,,,,80,8464.389945,0.00,0.357428
swap,11,796.058990,,,,80,8484.589946,0.00,0.408198
swap,12,400.382889,,,,80,8484.589946,0.00,0.474549
swap,13,106796.658203,,,,80,8952.769943,0.00,0.462524
swap,14,19688809.000000,,,,80,9073.589965,0.00,0.366029
swap,15,24981097.500000,,,,80,10103.649962,0.00,0.378292
swap,16,3034.239441,,,,80,8716.569936,0.00,0.428074
swap,17,21846533.000000,,,,80,9191.789958,0.00,0.328396
swap,18,564.934372,,,,80,8541.669944,0.00,0.315981
swap,19,660.249390,,,,80,8464.389945,0.00,0.314509
swap,20,473.515640,,,,80,8541.669944,0.00,0.316019
swap,21,127.673410,,,,80,8541.669944,0.00,0.315251
swap,22,217.213810,,,,80,8521.469943,0.00,0.338193
swap,23,1181.186737,,,,80,8614.349940,0.00,0.378166
swap,24,925.066711,,,,80,8464.389945,0.00,0.405842
swap,25,671.062653,,,,80,8464.389945,0.00,0.417214
swap,26,928.329483,,,,80,8538.969943,0.00,0.399316
swap,27,71966.318359,,,,80,8209.529962,0.00,0.428835
swap,28,2917.378723,,,,80,8532.709950,0.00,0.397385
swap,29,71599.687500,,,,80,8374.469967,0.00,0.403991
swap,30,250833.488281,,,,80,8638.589915,0.00,0.412502
swap,31,22428563.000000,,,,80,10648.690015,0.00,0.423633
swap,32,21603807.500000,,,,80,9935.989965,0.00,0.407877
swap,33,34972683.000000,,,,80,10296.390007,0.00,0.409241
swap,34,63780.366211,,,,80,8997.729905,0.00,0.427735
swap,35,10959611.250000,,,,80,9558.269980,0.00,0.411101
swap,36,17559967.000000,,,,80,9727.409962,0.00,0.430075
swap,37,23081817.500000,,,,80,9803.509981,0.00,0.467865
swap,38,22315080.000000,,,,80,9571.709991,0.00,0.330231
swap,39,5423.168457,,,,80,8657.249941,0.00,0.310510
swap,40,28971.578125,,,,80,8633.329948,0.00,0.307748
swap,41,24466625.000000,,,,80,9328.690057,0.00,0.314972
swap,42,9035146.250000,,,,80,9727.989936,0.00,0.327776
swap,43,30639404.000000,,,,80,9435.130014,0.00,0.382890
swap,44,200097.992188,,,,80,9348.709969,0.00,0.346414
swap,45,48347.299805,,,,80,8437.229979,0.00,0.344360
swap,46,15732382.500000,,,,80,10220.429929,0.00,0.319751
swap,47,29201956.000000,,,,80,9569.230000,0.00,0.350383
swap,48,40398901.000000,,,,80,8033.889979,0.00,0.362247
swap,49,24544498.000000,,,,80,9888.569999,0.00,0.406724
swap,50,9728408.000000,,,,80,8859.870002,0.00,0.388225
swap,51,8695.251709,,,,80,8696.069942,0.00,0.417648
swap,52,1784.610809,,,,80,8573.989944,0.00,0.466084
swap,53,4058.591309,,,,80,8601.889934,0.00,0.471200
swap,54,219343.167969,,,,80,8237.689925,0.00,0.332849
swap,55,76900.130859,,,,80,8278.809951,0.00,0.315913
swap,56,5541.381470,,,,80,8347.709944,0.00,0.317463
swap,57,1897.852478,,,,80,8488.049949,0.00,0.315778
swap,58,23860072.000000,,,,80,9615.469939,0.00,0.318782
swap,59,24505141.500000,,,,80,10078.549929,0.00,0.348425
swap,60,61421.288086,,,,80,8416.909947,0.00,0.369470
swap,61,91806.796875,,,,80,8184.649981,0.00,0.399024
swap,62,63124.209961,,,,80,8369.589953,0.00,0.461203
swap,63,1742.041046,,,,80,8427.749945,0.00,0.485384
swap,64,263883.203125,,,,80,8460.789933,0.00,0.366040
swap,65,96455.757812,,,,80,8416.629945,0.00,0.383247
swap,66,225337.808594,,,,80,8452.489939,0.00,0.371593
swap,67,63191.907227,,,,80,8467.029940,0.00,0.351127
swap,68,134350.210938,,,,80,8189.229937,0.00,0.314679
swap,69,3341.798157,,,,80,8544.269938,0.00,0.348670
swap,70,10237205.000000,,,,80,9338.070015,0.00,0.364784
swap,71,157740.914062,,,,80,8779.929936,0.00,0.392339
swap,72,115659.201172,,,,80,8749.949933,0.00,0.438112
swap,73,171627.746094,,,,80,8563.349929,0.00,0.416728
swap,74,292650.164062,,,,80,8589.449951,0.00,0.319606
swap,75,5698370.250000,,,,80,8723.370013,0.00,0.314685
swap,76,17850265.000000,,,,80,9318.049962,0.00,0.319431
swap,77,12882.989502,,,,80,8774.629926,0.00,0.313732
swap,78,3331.892151,,,,80,8523.349939,0.00,0.317397
swap,79,41317.507812,,,,80,8338.909942,0.00,0.374715
swap,80,6039.863525,,,,80,8465.209937,0.00,0.363090
swap,81,2535.635498,,,,80,8610.869944,0.00,0.402353
swap,82,77481.888672,,,,80,8536.469973,0.00,0.450610
swap,83,3965.234070,,,,80,8541.349931,0.00,0.412606
swap,84,392022.578125,,,,80,9073.789946,0.00,0.317684
swap,85,153002.453125,,,,80,8191.389933,0.00,0.315764
swap,86,7087.464600,,,,80,8466.869925,0.00,0.314156
swap,87,3749.695435,,,,80,8497.289943,0.00,0.316491
swap,88,3025.589355,,,,80,8571.629943,0.00,0.314585
swap,89,2653.865295,,,,80,8443.429946,0.00,0.345441
swap,90,86085.175781,,,,80,8170.289939,0.00,0.375665
swap,91,3908.048096,,,,80,8609.309939,0.00,0.408648
swap,92,28884.226074,,,,80,8417.489936,0.00,0.493734
swap,93,2013.740326,,,,80,8570.789939,0.00,0.411780
swap,94,153202.824219,,,,80,8215.489932,0.00,0.326584
swap,95,177440.796875,,,,80,8100.589936,0.00,0.317087
swap,96,96091.810547,,,,80,8508.789939,0.00,0.322044
swap,97,39635.384766,,,,80,8152.169923,0.00,0.320916
swap,98,6451.006958,,,,80,8438.949930,0.00,0.316993
swap,99,7557.445435,,,,80,8494.169946,0.00,0.352443
swap,100,23220734.000000,,,,80,9665.729928,0.00,0.377644
swap,1,1128.354797,,,,80,1538.519984,0.00,0.422506
swap,2,499.203758,,,,80,1428.919982,0.00,0.449581
swap,3,3857.831970,,,,80,1512.779983,0.00,0.367932
swap,4,1110.097931,,,,80,1538.519984,0.00,0.327919
swap,5,2081.403503,,,,80,1578.859983,0.00,0.323352
swap,6,262.362537,,,,80,1428.919982,0.00,0.324735
swap,7,252.560482,,,,80,1428.919982,0.00,0.328355
swap,8,196.651039,,,,80,1428.919982,0.00,0.347191
swap,9,126.095741,,,,80,1428.919982,0.00,0.379405
swap,10,72.247460,,,,80,1428.919982,0.00,0.374990
swap,11,46.018052,,,,80,1428.919982,0.00,0.412727
swap,12,1971.175110,,,,80,1425.759980,0.00,0.475677
swap,13,1663.453033,,,,80,1538.519984,0.00,0.395227
swap,14,1587.904114,,,,80,1461.559982,0.00,0.331150
swap,15,1105.359650,,,,80,1552.059978,0.00,0.324502
swap,16,1808.946838,,,,80,1477.479984,0.00,0.327737
swap,17,1938.249786,,,,80,1459.199985,0.00,0.325669
swap,18,2823.181335,,,,80,1534.539982,0.00,0.329689
swap,19,2364.322998,,,,80,1480.139983,0.00,0.375544
swap,20,2448.117188,,,,80,1562.959979,0.00,0.380406
swap,21,3442.238464,,,,80,1430.779982,0.00,0.433198
swap,22,3110.432068,,,,80,1584.719979,0.00,0.480408
swap,23,1778.480591,,,,80,1477.479984,0.00,0.434646
swap,24,3380.393799,,,,80,1459.199985,0.00,0.326055
swap,25,2831.549927,,,,80,1540.379985,0.00,0.325881
swap,26,1672.006592,,,,80,1540.379985,0.00,0.327120
swap,27,2537.871643,,,,80,1518.639983,0.00,0.326077
swap,28,1781.178406,,,,80,1423.079986,0.00,0.325466
swap,29,2597.341309,,,,80,1578.859983,0.00,0.380769
swap,30,4390.682373,,,,80,1428.919982,0.00,0.400267
swap,31,578.593399,,,,80,1480.959979,0.00,0.418826
swap,32,2605.075134,,,,80,1584.719979,0.00,0.463874
swap,33,1541.870605,,,,80,1425.759980,0.00,0.447031
swap,34,2853.766113,,,,80,1501.899982,0.00,0.325538
swap,35,2541.545471,,,,80,1477.479984,0.00,0.323943
swap,36,1656.752838,,,,80,1540.379985,0.00,0.334756
swap,37,2618.697021,,,,80,1538.519984,0.00,0.325638
swap,38,2387.041260,,,,80,1425.759980,0.00,0.324352
swap,39,1579.803589,,,,80,1507.759982,0.00,0.368676
swap,40,4036.122009,,,,80,1512.779983,0.00,0.382493
swap,41,1096.083893,,,,80,1472.439979,0.00,0.431035
swap,42,4210.244141,,,,80,1544.359981,0.00,0.421475
swap,43,3043.172546,,,,80,1496.879981,0.00,0.317835
swap,44,3894.436951,,,,80,1428.919982,0.00,0.317744
swap,45,2939.198364,,,,80,1459.199985,0.00,0.303345
swap,46,2106.794739,,,,80,1475.099986,0.00,0.312518
swap,47,2376.668030,,,,80,1464.239986,0.00,0.314879
swap,48,820.316177,,,,80,1516.759982,0.00,0.313459
swap,49,39.521418,,,,80,1472.439979,0.00,0.319214
swap,50,3213.278809,,,,80,1478.279987,0.00,0.320456
swap,51,2504.250549,,,,80,1467.399982,0.00,0.400713
swap,52,2224.735535,,,,80,1524.459979,0.00,0.465970
swap,53,1847.791138,,,,80,1518.639983,0.00,0.419222
swap,54,2678.946533,,,,80,1467.399982,0.00,0.327445
swap,55,2867.921509,,,,80,1538.519984,0.00,0.329700
swap,56,2825.411255,,,,80,1578.859983,0.00,0.323716
swap,57,1544.813232,,,,80,1428.919982,0.00,0.327716
swap,58,2585.283081,,,,80,1480.959979,0.00,0.324839
swap,59,1978.204254,,,,80,1584.719979,0.00,0.373217
swap,60,3631.610718,,,,80,1578.859983,0.00,0.399573
swap,61,1741.954681,,,,80,1428.919982,0.00,0.421237
swap,62,510.520470,,,,80,1477.479984,0.00,0.470034
swap,63,3291.471924,,,,80,1485.179983,0.00,0.443187
swap,64,2779.057739,,,,80,1584.719979,0.00,0.327170
swap,65,1042.007050,,,,80,1507.759982,0.00,0.347135
swap,66,5352.290283,,,,80,1428.919982,0.00,0.327178
swap,67,2047.673767,,,,80,1464.219981,0.00,0.327456
swap,68,2823.323120,,,,80,1428.919982,0.00,0.323565
swap,69,2441.761841,,,,80,1584.719979,0.00,0.370894
swap,70,1078.408142,,,,80,1461.559982,0.00,0.379020
swap,71,1795.076630,,,,80,1552.079978,0.00,0.431266
swap,72,156.422028,,,,80,1458.379981,0.00,0.475307
swap,73,805.802719,,,,80,1485.179983,0.00,0.389334
swap,74,3241.803345,,,,80,1475.099986,0.00,0.326916
swap,75,3244.655396,,,,80,1474.299982,0.00,0.324932
swap,76,2857.959167,,,,80,1534.539982,0.00,0.323310
swap,77,4197.320435,,,,80,1538.519984,0.00,0.325041
swap,78,4330.561646,,,,80,1425.759980,0.00,0.332527
swap,79,2625.895203,,,,80,1524.479980,0.00,0.381738
swap,80,2973.440552,,,,80,1578.859983,0.00,0.371691
swap,81,2047.073242,,,,80,1567.979984,0.00,0.415071
swap,82,3444.018494,,,,80,1478.279987,0.00,0.476654
swap,83,2892.960205,,,,80,1459.199985,0.00,0.483034
swap,84,1896.279205,,,,80,1472.439979,0.00,0.341965
swap,85,4331.485474,,,,80,1474.299982,0.00,0.323916
swap,86,751.310501,,,,80,1510.919986,0.00,0.325414
swap,87,3888.461487,,,,80,1552.079978,0.00,0.324427
swap,88,2358.718933,,,,80,1461.559982,0.00,0.325603
swap,89,1335.965454,,,,80,1472.439979,0.00,0.345983
swap,90,3956.144592,,,,80,1544.359981,0.00,0.376665
swap,91,2556.287537,,,,80,1590.559985,0.00,0.404905
swap,92,215.221756,,,,80,1464.219981,0.00,0.469092
swap,93,2227.711121,,,,80,1467.399982,0.00,0.449478
swap,94,3442.544861,,,,80,1551.259984,0.00,0.327982
swap,95,957.267395,,,,80,1428.919982,0.00,0.324893
swap,96,1480.884003,,,,80,1516.759982,0.00,0.330675
swap,97,675.510925,,,,80,1442.479984,0.00,0.327160
swap,98,377.992218,,,,80,1480.959979,0.00,0.322751
swap,99,2066.323547,,,,80,1428.919982,0.00,0.365792
swap,100,1789.463287,,,,80,1464.239986,0.00,0.377220
swap,1,2653.407593,,,,80,2487.979991,0.00,0.409662
swap,2,3173.699036,,,,80,2632.879994,0.00,0.475315
swap,3,1477.653717,,,,80,2477.579991,0.00,0.484826
swap,4,1413.915924,,,,80,2501.999989,0.00,0.329511
swap,5,4344.892090,,,,80,2742.979993,0.00,0.332730
swap,6,1139.374756,,,,80,2474.399991,0.00,0.327898
swap,7,5880.757202,,,,80,2702.119994,0.00,0.329421
swap,8,2325.386169,,,,80,2457.179989,0.00,0.330639
swap,9,5063.581787,,,,80,2502.019987,0.00,0.356898
swap,10,3802.684021,,,,80,2364.799988,0.00,0.386729
swap,11,4470.298096,,,,80,2542.359990,0.00,0.422298
swap,12,605.233795,,,,80,2375.679985,0.00,0.468114
swap,13,1567.091766,,,,80,2390.539990,0.00,0.373413
swap,14,7534.347046,,,,80,2569.959991,0.00,0.334677
swap,15,4750.539551,,,,80,2592.539988,0.00,0.328751
swap,16,4609.679688,,,,80,2390.539990,0.00,0.329594
swap,17,3320.383789,,,,80,2419.199989,0.00,0.335549
swap,18,2430.877930,,,,80,2419.199989,0.00,0.348514
swap,19,3568.178955,,,,80,2364.799988,0.00,0.374120
swap,20,8614.343994,,,,80,2765.039998,0.00,0.378489
swap,21,2289.247192,,,,80,2480.259991,0.00,0.437747
swap,22,4969.923706,,,,80,2481.059991,0.00,0.482074
swap,23,3022.450867,,,,80,2466.699990,0.00,0.395346
swap,24,472.111816,,,,80,2390.539990,0.00,0.332179
swap,25,2047.175415,,,,80,2398.239987,0.00,0.332829
swap,26,6291.148438,,,,80,2677.199994,0.00,0.329976
swap,27,5387.618652,,,,80,2535.459992,0.00,0.327741
swap,28,3362.412170,,,,80,2481.059991,0.00,0.348283
swap,29,154.208382,,,,80,2390.539990,0.00,0.379296
swap,30,3494.867188,,,,80,2390.539990,0.00,0.418989
swap,31,3640.948975,,,,80,2507.039990,0.00,0.467982
swap,32,5276.737183,,,,80,2535.459992,0.00,0.455163
swap,33,2953.035706,,,,80,2535.459992,0.00,0.465772
swap,34,3138.833618,,,,80,2535.459992,0.00,0.343297
swap,35,2358.003357,,,,80,2535.459992,0.00,0.333424
swap,36,319.234161,,,,80,2364.799988,0.00,0.337708
swap,37,190.887115,,,,80,2390.539990,0.00,0.335324
swap,38,5826.882568,,,,80,2535.459992,0.00,0.328209
swap,39,332.169853,,,,80,2364.799988,0.00,0.377337
swap,40,188.918495,,,,80,2390.539990,0.00,0.419728
swap,41,180.662483,,,,80,2390.539990,0.00,0.436976
swap,42,2198.871338,,,,80,2535.459992,0.00,0.480671
swap,43,5573.303711,,,,80,2390.539990,0.00,0.440894
swap,44,242.006275,,,,80,2364.799988,0.00,0.333875
swap,45,6963.878662,,,,80,2541.299992,0.00,0.327672
swap,46,254.829430,,,,80,2364.799988,0.00,0.330442
swap,47,2432.588135,,,,80,2535.459992,0.00,0.347772
swap,48,5517.996094,,,,80,2535.459992,0.00,0.316636
swap,49,4227.279663,,,,80,2364.799988,0.00,0.313326
swap,50,2824.297974,,,,80,2390.539990,0.00,0.311374
swap,51,175.390636,,,,80,2390.539990,0.00,0.314137
swap,52,245.609303,,,,80,2364.799988,0.00,0.313682
swap,53,171.646049,,,,80,2390.539990,0.00,0.326220
swap,54,1504.864105,,,,80,2364.799988,0.00,0.328315
swap,55,1274.473846,,,,80,2507.039990,0.00,0.316705
swap,56,2375.376770,,,,80,2476.279988,0.00,0.324828
swap,57,227.914116,,,,80,2390.539990,0.00,0.322130
swap,58,2509.630249,,,,80,2511.339989,0.00,0.371317
swap,59,1951.856506,,,,80,2471.239986,0.00,0.380302
swap,60,601.232895,,,,80,2364.799988,0.00,0.381990
swap,61,718.354523,,,,80,2439.899991,0.00,0.406653
swap,62,1473.015503,,,,80,2475.199990,0.00,0.468113
swap,63,1433.864899,,,,80,2373.319988,0.00,0.441846
swap,64,878.561295,,,,80,2364.799988,0.00,0.331099
swap,65,2387.313904,,,,80,2409.119992,0.00,0.363753
swap,66,3221.128601,,,,80,2535.459992,0.00,0.326382
swap,67,3404.507629,,,,80,2394.259987,0.00,0.331775
swap,68,3071.026672,,,,80,2364.799988,0.00,0.343127
swap,69,992.390869,,,,80,2487.959987,0.00,0.384008
swap,70,3448.297058,,,,80,2397.439987,0.00,0.415012
swap,71,2003.257843,,,,80,2464.339986,0.00,0.431354
swap,72,4545.647461,,,,80,2584.819993,0.00,0.470956
swap,73,5008.036865,,,,80,2364.799988,0.00,0.368446
swap,74,4562.925903,,,,80,2398.259991,0.00,0.337973
swap,75,971.810699,,,,80,2423.179990,0.00,0.349858
swap,76,368.475945,,,,80,2472.039994,0.00,0.358921
swap,77,1022.305176,,,,80,2398.239987,0.00,0.344560
swap,78,4858.582764,,,,80,2535.459992,0.00,0.356524
swap,79,1465.104126,,,,80,2480.259991,0.00,0.378319
swap,80,5164.543213,,,,80,2547.379993,0.00,0.387518
swap,81,955.950348,,,,80,2464.339986,0.00,0.416295
swap,82,3467.643188,,,,80,2419.199989,0.00,0.469542
swap,83,3007.717041,,,,80,2364.799988,0.00,0.373563
swap,84,3876.976074,,,,80,2364.799988,0.00,0.335908
swap,85,5715.149902,,,,80,2575.799995,0.00,0.331677
swap,86,3246.943054,,,,80,2547.379993,0.00,0.331504
swap,87,1390.999390,,,,80,2390.539990,0.00,0.329878
swap,88,2926.969849,,,,80,2535.459992,0.00,0.352298
swap,89,277.676895,,,,80,2364.799988,0.00,0.376361
swap,90,5655.549927,,,,80,2535.459992,0.00,0.397989
swap,91,4430.387329,,,,80,2409.119992,0.00,0.417811
swap,92,5473.941406,,,,80,2513.699990,0.00,0.471819
swap,93,3160.619019,,,,80,2439.899991,0.00,0.491213
swap,94,5311.546265,,,,80,2535.459992,0.00,0.384055
swap,95,2266.058838,,,,80,2425.039986,0.00,0.376059
swap,96,4015.146362,,,,80,2439.899991,0.00,0.384507
swap,97,5237.164917,,,,80,2535.459992,0.00,0.378357
swap,98,1317.481506,,,,80,2390.539990,0.00,0.379788
swap,99,7111.978638,,,,80,2390.539990,0.00,0.386366
swap,100,5011.772461,,,,80,2364.799988,0.00,0.406226
swap,1,11462.638184,,,,80,6097.599979,0.00,0.421881
swap,2,18482.021973,,,,80,6297.619996,0.00,0.466051
swap,3,10492.754639,,,,80,6477.259982,0.00,0.371300
swap,4,9795.860840,,,,80,6273.939985,0.00,0.337159
swap,5,14399.001465,,,,80,6454.659981,0.00,0.331489
swap,6,9627.461914,,,,80,6386.659981,0.00,0.348272
swap,7,8501.153564,,,,80,6269.319984,0.00,0.332132
swap,8,15056.963379,,,,80,6406.939984,0.00,0.405071
swap,9,5587.224976,,,,80,6225.819987,0.00,0.395857
swap,10,10825.929932,,,,80,6102.159979,0.00,0.411030
swap,11,13336.267578,,,,80,6436.799987,0.00,0.423294
swap,12,6770.153687,,,,80,6218.019985,0.00,0.462285
swap,13,6776.952393,,,,80,6187.319983,0.00,0.407435
swap,14,10333.797363,,,,80,6187.319983,0.00,0.331898
swap,15,10496.045166,,,,80,6378.499987,0.00,0.337421
swap,16,9337.452881,,,,80,6104.939979,0.00,0.330178
swap,17,5770.792114,,,,80,6237.119983,0.00,0.330854
swap,18,9480.738770,,,,80,6242.139984,0.00,0.357933
swap,19,6499.210205,,,,80,6319.499984,0.00,0.388520
swap,20,5439.511108,,,,80,6050.119978,0.00,0.404344
swap,21,9802.805176,,,,80,6225.799978,0.00,0.434557
swap,22,7943.681396,,,,80,6096.319983,0.00,0.458112
swap,23,7201.106567,,,,80,6104.939979,0.00,0.361408
swap,24,4532.462524,,,,80,6104.939982,0.00,0.336806
swap,25,3921.724854,,,,80,6099.919981,0.00,0.330300
swap,26,9550.733398,,,,80,6050.119978,0.00,0.329221
swap,27,8815.814697,,,,80,6104.939979,0.00,0.329297
swap,28,6691.271606,,,,80,6237.119983,0.00,0.350940
swap,29,6400.801147,,,,80,6310.879988,0.00,0.379099
swap,30,6147.755981,,,,80,6099.919981,0.00,0.380088
swap,31,9620.997803,,,,80,6187.319980,0.00,0.420351
swap,32,6044.895874,,,,80,5967.739977,0.00,0.472895
swap,33,5489.624878,,,,80,6209.519980,0.00,0.502761
swap,34,4695.576172,,,,80,6187.319983,0.00,0.377137
swap,35,8291.104004,,,,80,6319.499984,0.00,0.378296
swap,36,3945.695129,,,,80,6099.919981,0.00,0.378289
swap,37,7316.018921,,,,80,6050.119978,0.00,0.378799
swap,38,6003.201050,,,,80,6177.239984,0.00,0.382816
swap,39,4785.519653,,,,80,6220.779980,0.00,0.386028
swap,40,7787.581055,,,,80,6264.719982,0.00,0.423468
swap,41,4946.032959,,,,80,6099.919981,0.00,0.434336
swap,42,5694.570190,,,,80,5967.739977,0.00,0.459025
swap,43,5701.496216,,,,80,6310.879988,0.00,0.365619
swap,44,5209.264038,,,,80,6187.319983,0.00,0.336392
swap,45,4269.465820,,,,80,6187.319983,0.00,0.329137
swap,46,5308.393188,,,,80,5967.739977,0.00,0.331805
swap,47,4939.951538,,,,80,6182.299982,0.00,0.330711
