design,cooling_rate,moves_per_temp,p_refine,p_explore,refine_max_distance,W_initial,T_initial_raw,runtime_sec,hpwl,seed,dominated
6502,0.8,10,0.7,0.3,100.0,0.5,auto,14.266862099990249,297896.66235610965,43,0
6502,0.8,20,0.7,0.3,100.0,0.5,auto,14.387427799985744,321257.4246421814,44,1
6502,0.9,10,0.7,0.3,100.0,0.5,auto,14.401349399995524,301195.77247678756,45,1
6502,0.9,20,0.7,0.3,100.0,0.5,auto,14.374129300005734,315069.6029476738,46,1
