kind,episode,loss,policy_loss,value_loss,entropy,steps,hpwl_local_end,time_sec
swap,27,1718.702606,,,,80,3630.789982,0.307253
swap,28,331.879875,,,,80,3507.370038,0.270261
swap,29,2746.629517,,,,80,3613.229984,0.233420
swap,30,5486.153076,,,,80,3580.409957,0.254510
swap,31,3730.341614,,,,80,3387.729972,0.278165
swap,32,2767.200745,,,,80,3387.729972,0.254214
swap,33,8284.739014,,,,80,3548.949916,0.275823
swap,34,2571.837891,,,,80,3387.729972,0.257664
swap,35,6242.490601,,,,80,3387.729972,0.278887
swap,36,1977.227692,,,,80,3387.729972,0.358218
swap,37,2709.659302,,,,80,3387.729972,0.297563
swap,38,7239.264404,,,,80,3494.510017,0.305658
swap,39,943.553970,,,,80,3538.409980,0.285171
swap,40,2953.175903,,,,80,3360.089946,0.293653
swap,41,5022.595703,,,,80,3468.909980,0.272804
swap,42,5360.396484,,,,80,3475.150016,0.271838
swap,43,4322.952271,,,,80,3478.629931,0.322320
swap,44,10118.272217,,,,80,3697.029883,0.454913
swap,45,7657.932861,,,,80,3442.749969,0.301403
swap,46,2117.601318,,,,80,3387.729972,0.295875
swap,47,5949.899780,,,,80,3418.729988,0.302842
swap,48,5330.854126,,,,80,3470.109938,0.279073
swap,49,1039.857437,,,,80,3521.749964,0.308411
swap,50,3644.333984,,,,80,3387.729972,0.286637
swap,51,1750.963165,,,,80,3387.729972,0.348384
swap,52,3340.021545,,,,80,3437.089919,0.416883
swap,53,37.390565,,,,80,3387.729972,0.393570
swap,54,13.271601,,,,80,3387.729972,0.320043
swap,55,1346.131287,,,,80,3475.809951,0.348107
swap,56,1338.918152,,,,80,3624.669976,0.371923
swap,57,1078.686768,,,,80,3635.149927,0.234250
swap,58,6590.120972,,,,80,3507.389983,0.259122
swap,59,7541.470459,,,,80,3518.669974,0.277385
swap,60,16191.388916,,,,80,3647.649949,0.282504
swap,1,8508.197510,,,,80,5330.840090,0.294542
swap,2,17119.811523,,,,80,5528.140078,0.340574
swap,3,2579.881714,,,,80,5182.940064,0.310998
swap,4,15247.140137,,,,80,5384.560114,0.304338
swap,5,5605.723999,,,,80,5104.100091,0.281340
swap,6,10602.354492,,,,80,5290.040024,0.312783
swap,7,8213.232422,,,,80,5213.700051,0.358876
swap,8,8192.584717,,,,80,5152.640084,0.332612
swap,9,14225.058105,,,,80,5250.320074,0.340716
swap,10,8598.470947,,,,80,5247.140103,0.327759
swap,11,9813.098633,,,,80,5297.200058,0.332429
swap,12,8532.277832,,,,80,5150.680054,0.289081
swap,13,5653.773682,,,,80,5104.100091,0.292839
swap,14,5523.451904,,,,80,5134.880060,0.319195
swap,15,15145.964355,,,,80,5322.480098,0.287356
swap,16,5477.552979,,,,80,5104.100091,0.279462
swap,17,9297.871582,,,,80,5161.100095,0.273053
swap,18,12156.261963,,,,80,5299.280035,0.294457
swap,19,537.682327,,,,80,5079.900110,0.273149
swap,20,3624.579468,,,,80,5104.100091,0.275191
swap,21,2493.692261,,,,80,5104.100091,0.295488
swap,22,5628.123291,,,,80,5149.500075,0.240053
swap,23,1968.632355,,,,80,5104.100091,0.295835
swap,24,4256.178101,,,,80,5150.780099,0.275164
swap,25,5891.272705,,,,80,5246.320086,0.284442
swap,26,1785.347443,,,,80,5131.700089,0.287196
swap,27,5395.987549,,,,80,5150.600095,0.265049
swap,28,3164.858032,,,,80,5352.360013,0.257960
swap,29,12965.066406,,,,80,5414.780096,0.282595
swap,30,6133.424561,,,,80,5271.560075,0.293905
swap,31,15845.808105,,,,80,5501.160116,0.273392
swap,32,6890.692017,,,,80,5233.600080,0.301583
swap,33,2230.087891,,,,80,5104.100091,0.299895
swap,34,9776.495117,,,,80,5410.339989,0.312204
swap,35,9405.499512,,,,80,5129.680147,0.323646
swap,36,4564.170166,,,,80,5231.120110,0.322577
swap,37,2176.424500,,,,80,5104.100091,0.284621
swap,38,10375.737549,,,,80,5189.160058,0.295001
swap,39,6778.733398,,,,80,5131.700089,0.254285
swap,40,11501.310791,,,,80,5216.880082,0.282661
swap,41,11583.000244,,,,80,5218.940102,0.338782
swap,42,10334.038818,,,,80,5245.520112,0.303108
swap,43,4836.456299,,,,80,5104.100091,0.282764
swap,44,8449.723877,,,,80,5279.360089,0.291144
swap,45,14837.390381,,,,80,5359.900053,0.275670
swap,46,3143.422607,,,,80,5104.100091,0.260580
swap,47,3899.474304,,,,80,5152.660062,0.293393
swap,48,14933.192871,,,,80,5324.120092,0.274739
swap,49,7534.370605,,,,80,5227.360101,0.277786
swap,50,7560.034912,,,,80,5229.840059,0.283180
swap,51,15355.556152,,,,80,5343.880064,0.274045
swap,52,14262.543457,,,,80,5360.960066,0.285366
swap,53,8386.522461,,,,80,5200.140107,0.296281
swap,54,16535.221191,,,,80,5465.540057,0.291691
swap,55,6588.592407,,,,80,5048.900090,0.312826
swap,56,5718.494751,,,,80,5156.620087,0.314655
swap,57,13143.667969,,,,80,5412.980030,0.277251
swap,58,15040.365234,,,,80,5222.140086,0.306043
swap,59,4637.308105,,,,80,5169.360078,0.322574
swap,60,15678.122070,,,,80,5456.920021,0.290823
swap,1,10806.944580,,,,80,4291.510047,0.357702
swap,2,6334.610840,,,,80,4126.710025,0.332814
swap,3,7611.021729,,,,80,4041.230018,0.359228
swap,4,4850.354614,,,,80,4157.489994,0.370333
swap,5,6812.291626,,,,80,4126.710025,0.342174
swap,6,8733.948242,,,,80,4181.910027,0.304552
swap,7,5019.771484,,,,80,4126.710025,0.285264
swap,8,9544.761719,,,,80,4180.990024,0.294665
swap,9,15343.128174,,,,80,4350.810021,0.279747
swap,10,3320.737671,,,,80,4152.429996,0.306572
swap,11,11014.648926,,,,80,4121.670009,0.279720
swap,12,4165.923584,,,,80,4143.430018,0.270129
swap,13,12420.804443,,,,80,4214.550036,0.383636
swap,14,5534.923950,,,,80,4126.710025,0.476048
swap,15,1988.940216,,,,80,4126.710025,0.356280
swap,16,868.702972,,,,80,4192.790027,0.324282
swap,17,885.020950,,,,80,4233.850001,0.295272
swap,18,806.077194,,,,80,4233.630046,0.288616
swap,19,3412.318481,,,,80,4126.710025,0.320575
swap,20,434.841751,,,,80,4147.650012,0.346430
swap,21,42.568625,,,,80,4126.710025,0.373849
swap,22,3388.065247,,,,80,4126.710025,0.362209
swap,23,5922.530273,,,,80,4508.230005,0.321986
swap,24,174.414673,,,,80,4079.710025,0.313690
swap,25,1409.732483,,,,80,4262.050003,0.394652
swap,26,1031.836166,,,,80,4263.909985,0.321891
swap,27,16.818547,,,,80,4126.710025,0.343318
swap,28,596.970779,,,,80,4219.589993,0.322370
swap,29,646.096268,,,,80,4247.990024,0.322089
swap,30,1699.727142,,,,80,4126.710025,0.323556
swap,31,818.570953,,,,80,4218.129996,0.330369
swap,32,3964.637756,,,,80,4032.209997,0.315572
swap,33,6198.826782,,,,80,4126.710025,0.322481
swap,34,7605.886475,,,,80,4223.970047,0.317480
swap,35,805.627991,,,,80,4126.710025,0.319668
swap,36,3398.067932,,,,80,4208.750026,0.330715
swap,37,1440.475830,,,,80,4245.530045,0.327765
swap,38,26.550807,,,,80,4126.710025,0.321314
swap,39,538.672287,,,,80,4126.710025,0.315042
swap,40,7670.237061,,,,80,4223.550015,0.333838
swap,41,1101.219543,,,,80,4126.710025,0.369326
swap,42,7530.836548,,,,80,4160.650043,0.409850
swap,43,532.130569,,,,80,4164.870028,0.362294
swap,44,4489.187622,,,,80,4300.530006,0.373112
swap,45,4783.337158,,,,80,4184.470012,0.363793
swap,46,10378.092773,,,,80,4308.130008,0.335864
swap,47,9116.047607,,,,80,4229.009997,0.307036
swap,48,10875.740723,,,,80,4152.450038,0.337837
swap,49,9169.538574,,,,80,4192.190028,0.323542
swap,50,5728.519653,,,,80,4200.990031,0.319966
swap,51,7557.963013,,,,80,4114.210021,0.331153
swap,52,9140.931885,,,,80,4241.370047,0.343793
swap,53,1960.871552,,,,80,4126.710025,0.322662
swap,54,2882.379150,,,,80,4126.710025,0.342704
swap,55,7498.518188,,,,80,4199.570010,0.337634
swap,56,4898.614624,,,,80,4126.710025,0.325233
swap,57,16295.465576,,,,80,4258.270034,0.330493
swap,58,5408.719238,,,,80,4151.230029,0.321695
swap,59,2198.113586,,,,80,4126.710025,0.321150
swap,60,3873.541321,,,,80,4161.710048,0.304981
swap,1,56134.854492,,,,80,4011.560014,0.332896
swap,2,7384.156982,,,,80,3671.299994,0.305364
swap,3,2455.063293,,,,80,3657.360020,0.309858
swap,4,14411.406982,,,,80,3842.980017,0.327473
swap,5,115473.501953,,,,80,4413.320019,0.301205
swap,6,50940.272461,,,,80,4391.119984,0.331657
swap,7,6834.180298,,,,80,3643.699992,0.332532
swap,8,41489.113281,,,,80,4354.339972,0.317891
swap,9,4799.301636,,,,80,3645.319991,0.304195
swap,10,1436553.500000,,,,80,4568.339994,0.302388
swap,11,3760.570923,,,,80,3671.299994,0.319311
swap,12,73027.359375,,,,80,5019.200011,0.307436
swap,13,140314.167969,,,,80,4783.199994,0.305748
swap,14,159474.628906,,,,80,5035.559971,0.301277
swap,15,5448.814453,,,,80,3824.779965,0.345120
swap,16,124178.183594,,,,80,4493.399985,0.370992
swap,17,57353.540039,,,,80,4239.860010,0.401863
swap,18,2699.189453,,,,80,3671.299994,0.387989
swap,19,155842.804688,,,,80,5020.719973,0.398621
swap,20,6020.044922,,,,80,3677.139983,0.364466
swap,21,60989.761719,,,,80,4030.340002,0.395457
swap,22,12865.611572,,,,80,3764.339961,0.398728
swap,23,5748.720947,,,,80,3665.519964,0.367169
swap,24,176183.753906,,,,80,4916.539991,0.382804
swap,25,110189.667969,,,,80,4447.559988,0.375995
swap,26,29018.389648,,,,80,4287.419961,0.384563
swap,27,5650.037842,,,,80,3678.759978,0.368562
swap,28,112206.998047,,,,80,4338.399977,0.450516
swap,29,60881.285156,,,,80,4012.160006,0.398008
swap,30,4353.979248,,,,80,3620.080000,0.354014
swap,31,5953.775513,,,,80,3707.899970,0.340584
swap,32,62068.787109,,,,80,3951.460030,0.332018
swap,33,16333.205078,,,,80,3775.880003,0.339198
swap,34,127450.166016,,,,80,4565.980006,0.354366
swap,35,9363.212646,,,,80,3557.479971,0.420627
swap,36,5071.611938,,,,80,3645.319991,0.352767
swap,37,8159.476685,,,,80,3645.319991,0.343499
swap,38,2943.191711,,,,80,3645.319991,0.346248
swap,39,165594.687500,,,,80,4647.519999,0.356822
swap,40,72060.347656,,,,80,4405.900008,0.354022
swap,41,56372.308594,,,,80,4010.900005,0.351929
swap,42,37835.962891,,,,80,4322.759993,0.329129
swap,43,6297.878540,,,,80,3645.319991,0.328356
swap,44,56778.723633,,,,80,4047.060001,0.333860
swap,45,115401.246094,,,,80,4475.599974,0.312025
swap,46,8434.673584,,,,80,3671.299994,0.321305
swap,47,5371.206787,,,,80,3663.579977,0.320885
swap,48,5931.952637,,,,80,3768.560016,0.319044
swap,49,3557.987061,,,,80,3645.319991,0.316287
swap,50,6475.402344,,,,80,3681.919966,0.336898
swap,51,5253.344238,,,,80,3645.319991,0.338356
swap,52,8730.019531,,,,80,3645.319991,0.401006
swap,53,24350.664551,,,,80,4043.940012,0.362819
swap,54,5223.783203,,,,80,3650.839980,0.364941
swap,55,7266.871704,,,,80,3600.200016,0.418083
swap,56,3750.311096,,,,80,3671.299994,0.365138
swap,57,5783.390137,,,,80,3671.299994,0.364415
swap,58,3217.193787,,,,80,3645.319991,0.343835
swap,59,4864.021729,,,,80,3518.999968,0.388143
swap,60,199531.792969,,,,80,4742.839976,0.400128
swap,1,67404.281250,,,,80,8472.480155,0.320773
swap,2,89830.101562,,,,80,7481.739957,0.333358
swap,3,303054.359375,,,,80,8602.460020,0.372752
swap,4,157092.406250,,,,80,7663.159993,0.342766
swap,5,400013.570312,,,,80,10019.319960,0.325798
swap,6,219755.179688,,,,80,9659.060007,0.317454
swap,7,65187.323242,,,,80,7743.380029,0.296056
swap,8,98730.123047,,,,80,8240.959969,0.300802
swap,9,77002.421875,,,,80,7221.679995,0.306386
swap,10,92221.861328,,,,80,8254.620006,0.348987
swap,11,84348.910156,,,,80,8745.640050,0.369453
swap,12,192405.085938,,,,80,8077.920073,0.344602
swap,13,63565.707031,,,,80,7948.580068,0.351675
swap,14,172397.945312,,,,80,8849.880063,0.338569
swap,15,261972.332031,,,,80,9074.420005,0.334901
swap,16,460768.382812,,,,80,10770.700005,0.328827
swap,17,141452.550781,,,,80,8706.620012,0.307306
swap,18,114169.222656,,,,80,8706.400020,0.372105
swap,19,50838.685547,,,,80,8689.000124,0.373567
swap,20,1258114.968750,,,,80,9132.400006,0.380886
swap,21,61465.299805,,,,80,6939.500072,0.366690
swap,22,196315.546875,,,,80,9422.400015,0.371514
swap,23,404754.523438,,,,80,9250.619995,0.375401
swap,24,1592475.437500,,,,80,8382.600048,0.334105
swap,25,128304.523438,,,,80,8851.440048,0.296642
swap,26,280828.203125,,,,80,10169.400047,0.310060
swap,27,27373.275879,,,,80,7465.360010,0.321421
swap,28,150302.085938,,,,80,8703.440011,0.320884
swap,29,99165.835938,,,,80,8900.540003,0.331832
swap,30,63994.159180,,,,80,8509.920078,0.295248
swap,31,192894.910156,,,,80,8741.560025,0.307854
swap,32,329417.117188,,,,80,9107.800014,0.289843
swap,33,86329.591797,,,,80,8501.860120,0.333825
swap,34,132911.363281,,,,80,8542.820067,0.333933
swap,35,51062.066406,,,,80,7711.700088,0.296161
swap,36,78201.103516,,,,80,8361.400056,0.297359
swap,37,66150.296875,,,,80,8223.160072,0.285118
swap,38,25229.328613,,,,80,7946.099994,0.330347
swap,39,129912.769531,,,,80,9177.620070,0.301142
swap,40,23225.880371,,,,80,7970.020081,0.297786
swap,41,87303.128906,,,,80,8418.740136,0.300888
swap,42,132648.099609,,,,80,9223.900030,0.375823
swap,43,182486.445312,,,,80,6941.220069,0.296118
swap,44,98250.585938,,,,80,9161.800135,0.319169
swap,45,38355.597656,,,,80,8432.640049,0.290601
swap,46,154397.335938,,,,80,8360.620026,0.290825
swap,47,78516.501953,,,,80,8678.820058,0.308612
swap,48,215156.855469,,,,80,8217.780065,0.294796
swap,49,61242.790039,,,,80,8458.760025,0.291945
swap,50,94354.851562,,,,80,8264.479996,0.319685
swap,51,232905.015625,,,,80,8270.500021,0.311339
swap,52,40029.049805,,,,80,8245.920034,0.304983
swap,53,70135.929688,,,,80,7825.320051,0.333257
swap,54,44427.035156,,,,80,8235.719994,0.302735
swap,55,108933.822266,,,,80,9213.680009,0.316814
swap,56,347255.750000,,,,80,8776.040054,0.267055
swap,57,69730.521484,,,,80,8817.540060,0.282790
swap,58,243224.101562,,,,80,9756.260019,0.302173
swap,59,170698.945312,,,,80,9059.599977,0.308704
swap,60,32143.737305,,,,80,7811.540037,0.306572
swap,1,255089.820312,,,,80,15536.580242,0.329243
swap,2,3024900.750000,,,,80,17969.480187,0.320331
swap,3,286115.382812,,,,80,16080.880137,0.325400
swap,4,632103.140625,,,,80,16121.340121,0.303030
swap,5,728645.578125,,,,80,18176.000299,0.291732
swap,6,116971.773438,,,,80,15089.360142,0.297305
swap,7,311252.195312,,,,80,16805.520222,0.342575
swap,8,274359.242188,,,,80,15919.300320,0.337129
swap,9,712333.609375,,,,80,16382.820204,0.279681
swap,10,1035912.781250,,,,80,16708.220257,0.308818
swap,11,807768.750000,,,,80,16866.990168,0.294684
swap,12,149180.972656,,,,80,14553.200207,0.323030
swap,13,84607.169922,,,,80,14669.920223,0.307385
swap,14,127366.242188,,,,80,14992.340344,0.320387
swap,15,3320689.437500,,,,80,17511.670179,0.342263
swap,16,1992968.687500,,,,80,14675.340281,0.308689
swap,17,209452.605469,,,,80,15736.020193,0.292090
swap,18,2050854.187500,,,,80,17810.120119,0.286280
swap,19,2149982.875000,,,,80,16576.260243,0.301831
swap,20,80260.748047,,,,80,16265.500210,0.276296
swap,21,1161993.500000,,,,80,17413.780229,0.339852
swap,22,558943.859375,,,,80,14215.270207,0.286890
swap,23,1635826.000000,,,,80,15814.470168,0.352844
swap,24,1903012.312500,,,,80,17472.180243,0.299812
swap,25,329628.687500,,,,80,15968.060360,0.296452
swap,26,554151.234375,,,,80,16809.460139,0.302848
swap,27,1786498.906250,,,,80,17005.600180,0.275672
swap,28,889628.234375,,,,80,15691.280206,0.333309
swap,29,257569.750000,,,,80,15948.820175,0.301384
swap,30,1755537.000000,,,,80,17034.970106,0.299821
swap,31,1825384.500000,,,,80,16456.120178,0.302365
swap,32,93190.447266,,,,80,14534.200246,0.329269
swap,33,174158.046875,,,,80,15848.720135,0.326467
swap,34,1585823.000000,,,,80,15341.160196,0.420877
swap,35,1861790.125000,,,,80,16828.960238,0.352822
swap,36,1132249.500000,,,,80,15212.660196,0.343097
swap,37,3626340.375000,,,,80,17708.430259,0.327126
swap,38,318155.703125,,,,80,15596.800227,0.267501
swap,39,812634.265625,,,,80,15682.520268,0.261887
swap,40,877503.640625,,,,80,16712.860283,0.292217
swap,41,455830.968750,,,,80,15940.500163,0.355257
swap,42,1380339.375000,,,,80,15445.710219,0.349378
swap,43,696658.578125,,,,80,16405.750177,0.333840
swap,44,183923.917969,,,,80,15175.740151,0.348284
swap,45,180497.558594,,,,80,15818.440071,0.330812
swap,46,1771551.468750,,,,80,16333.460107,0.323758
swap,47,419742.773438,,,,80,16027.800160,0.301179
swap,48,573922.281250,,,,80,17566.260205,0.336797
swap,49,1358846.093750,,,,80,15823.000058,0.384758
swap,50,3922406.125000,,,,80,18036.610156,0.290958
swap,51,406335.414062,,,,80,13866.160153,0.297391
swap,52,284648.414062,,,,80,15901.700287,0.293883
swap,53,672081.156250,,,,80,15037.630266,0.334824
swap,54,2208989.125000,,,,80,15787.080095,0.310214
swap,55,1449966.656250,,,,80,15164.080155,0.287201
swap,56,726938.375000,,,,80,14579.980264,0.311162
swap,57,80847.525391,,,,80,15928.000221,0.299017
swap,58,165352.503906,,,,80,15686.460236,0.305357
swap,59,383517.460938,,,,80,16737.770246,0.288006
swap,60,1483150.875000,,,,80,16116.280263,0.276377
swap,1,1628900.593750,,,,80,17314.500168,0.305034
swap,2,1840987.437500,,,,80,15411.780203,0.297665
swap,3,364081.257812,,,,80,13763.730127,0.304690
swap,4,3162946.625000,,,,80,15596.530112,0.326120
swap,5,110671.574219,,,,80,15558.500134,0.317153
swap,6,1665325.281250,,,,80,15564.200070,0.323439
swap,7,844683.937500,,,,80,17010.420167,0.299973
swap,8,514020.960938,,,,80,15639.700063,0.295963
swap,9,660834.500000,,,,80,16316.770067,0.272960
swap,10,970832.625000,,,,80,15911.240149,0.292588
swap,11,1034951.578125,,,,80,15253.030123,0.284331
swap,12,1511073.125000,,,,80,16312.680044,0.289392
swap,13,335089.492188,,,,80,16797.120274,0.277391
swap,14,273926.812500,,,,80,14774.620068,0.290060
swap,15,1780579.906250,,,,80,17527.030277,0.298216
swap,16,2129882.062500,,,,80,17308.520131,0.300416
swap,17,298597.898438,,,,80,15371.160008,0.273117
swap,18,665140.921875,,,,80,13993.980108,0.304424
swap,19,484587.687500,,,,80,15551.150179,0.313007
swap,20,1040608.375000,,,,80,15580.940090,0.274951
swap,21,751219.359375,,,,80,16629.430165,0.287847
swap,22,1850540.062500,,,,80,16120.980025,0.268450
swap,23,246648.613281,,,,80,14413.350115,0.299049
swap,24,623522.453125,,,,80,15342.500051,0.296600
swap,25,402617.375000,,,,80,14297.240093,0.289503
swap,26,189850.996094,,,,80,13883.080229,0.305399
swap,27,222939.132812,,,,80,14340.260048,0.300633
swap,28,285098.226562,,,,80,15553.260209,0.304083
swap,29,592641.140625,,,,80,15276.090124,0.281580
swap,30,192542.394531,,,,80,14856.480053,0.281882
swap,31,1970195.468750,,,,80,16705.410176,0.323705
swap,32,715825.640625,,,,80,14681.560048,0.281489
swap,33,209096.015625,,,,80,14908.320153,0.304307
swap,34,780081.890625,,,,80,16949.640179,0.400285
swap,35,1828253.031250,,,,80,15652.829995,0.322172
swap,36,939872.734375,,,,80,15586.140090,0.337911
swap,37,202830.964844,,,,80,14766.420056,0.290053
swap,38,1295539.437500,,,,80,15064.840209,0.299396
swap,39,535298.078125,,,,80,15353.440132,0.289669
swap,40,887973.140625,,,,80,14768.200090,0.270084
swap,41,670647.937500,,,,80,14848.470137,0.282953
swap,42,984826.890625,,,,80,15419.240129,0.299133
swap,43,701469.703125,,,,80,17006.060166,0.314824
swap,44,452015.335938,,,,80,14399.580117,0.295518
swap,45,299278.265625,,,,80,15814.720165,0.300241
swap,46,318580.117188,,,,80,15228.640131,0.327499
swap,47,234572.214844,,,,80,14512.060116,0.321641
swap,48,790127.796875,,,,80,14812.780103,0.291542
swap,49,270572.312500,,,,80,14825.600102,0.289807
swap,50,2029631.062500,,,,80,16666.950228,0.301627
swap,51,188066.929688,,,,80,15401.260056,0.304587
swap,52,769947.281250,,,,80,15580.810175,0.286708
swap,53,1331140.250000,,,,80,15804.180065,0.278978
swap,54,263465.570312,,,,80,15446.780056,0.295710
swap,55,685407.031250,,,,80,15402.380327,0.298188
swap,56,1321328.531250,,,,80,16778.600114,0.301010
swap,57,1105922.375000,,,,80,15913.950098,0.292516
swap,58,2122740.250000,,,,80,14455.240071,0.281328
swap,59,394577.515625,,,,80,14980.479988,0.265969
swap,60,1718920.562500,,,,80,14736.920129,0.280476
swap,1,1093081.968750,,,,80,12261.549894,0.273388
swap,2,1383256.312500,,,,80,12467.100130,0.290207
swap,3,423576.484375,,,,80,12155.670113,0.292739
swap,4,732604.125000,,,,80,10666.370003,0.323489
swap,5,2276569.312500,,,,80,10847.400077,0.309330
swap,6,1893090.968750,,,,80,11405.140064,0.283623
swap,7,812621.937500,,,,80,10318.050064,0.257533
swap,8,1182326.718750,,,,80,10895.350047,0.335253
swap,9,1018919.656250,,,,80,7984.270031,0.322017
swap,10,793205.718750,,,,80,12109.690017,0.308986
swap,11,1614503.000000,,,,80,11265.240009,0.309682
swap,12,876578.625000,,,,80,12428.190033,0.315070
swap,13,1036544.046875,,,,80,11771.860103,0.470782
swap,14,1075643.406250,,,,80,10979.450030,0.360714
swap,15,338797.968750,,,,80,10786.410176,0.390369
swap,16,2932074.875000,,,,80,12225.890013,0.387354
swap,17,1507481.031250,,,,80,11804.700037,0.326653
swap,18,589657.500000,,,,80,10659.790005,0.318009
swap,19,1543988.281250,,,,80,11085.199992,0.317609
swap,20,561150.859375,,,,80,9987.609978,0.285152
swap,21,552743.312500,,,,80,10737.029976,0.296740
swap,22,467974.671875,,,,80,12161.590149,0.312016
swap,23,2382709.500000,,,,80,12867.030068,0.336033
swap,24,896765.593750,,,,80,10624.170095,0.363163
swap,25,252345.441406,,,,80,11209.449946,0.319077
swap,26,586406.000000,,,,80,11706.029965,0.302692
swap,27,485674.460938,,,,80,11600.330040,0.296970
swap,28,254960.875000,,,,80,10496.750012,0.271137
swap,29,1123920.437500,,,,80,11375.609906,0.294014
swap,30,688746.078125,,,,80,12346.229983,0.284455
swap,31,928033.765625,,,,80,12257.749951,0.324340
swap,32,631851.125000,,,,80,9993.950058,0.302839
swap,33,1106131.125000,,,,80,10314.310082,0.328660
swap,34,323365.046875,,,,80,11411.969967,0.360929
swap,35,364564.078125,,,,80,10139.730055,0.320484
swap,36,881344.468750,,,,80,9900.310006,0.335279
swap,37,1966771.656250,,,,80,11345.700047,0.323479
swap,38,2526136.625000,,,,80,9567.979975,0.317994
swap,39,847183.265625,,,,80,10574.470032,0.327570
swap,40,3069092.750000,,,,80,10548.520111,0.323616
swap,41,2080236.687500,,,,80,11798.720000,0.303039
swap,42,1183915.125000,,,,80,11445.830031,0.299858
swap,43,1295038.031250,,,,80,11466.509947,0.316966
swap,44,314749.679688,,,,80,10988.850018,0.277942
swap,45,1196159.750000,,,,80,11252.630012,0.297846
swap,46,2256018.625000,,,,80,12002.270062,0.305793
swap,47,1947251.156250,,,,80,13032.060023,0.287108
swap,48,904480.187500,,,,80,11094.400139,0.316765
swap,49,539552.453125,,,,80,11508.990067,0.288960
swap,50,523589.960938,,,,80,11309.390099,0.316177
swap,51,998234.562500,,,,80,13730.989988,0.315606
swap,52,244858.097656,,,,80,10677.229988,0.317126
swap,53,504189.203125,,,,80,10713.870011,0.324449
swap,54,488671.507812,,,,80,11127.429949,0.327692
swap,55,1228925.843750,,,,80,11672.640054,0.322426
swap,56,466213.742188,,,,80,10485.790017,0.297403
swap,57,904826.906250,,,,80,10081.270050,0.284049
swap,58,669595.656250,,,,80,10879.810069,0.285155
swap,59,412169.164062,,,,80,11841.890023,0.294899
swap,60,846768.921875,,,,80,11247.900112,0.291417
swap,1,622723.515625,,,,80,11363.459974,0.325849
swap,2,287035.632812,,,,80,11797.119924,0.309323
swap,3,1889256.218750,,,,80,13396.319886,0.315455
swap,4,281705.632812,,,,80,11978.499845,0.356601
swap,5,1005196.156250,,,,80,12694.199870,0.278710
swap,6,230692.968750,,,,80,11269.319871,0.287192
swap,7,1426844.687500,,,,80,11653.959909,0.303581
swap,8,305776.132812,,,,80,11989.219808,0.291420
swap,9,258281.292969,,,,80,11780.779871,0.283917
swap,10,421757.523438,,,,80,12217.319890,0.290177
swap,11,228151.406250,,,,80,11108.659875,0.314293
swap,12,212995.011719,,,,80,11173.579858,0.297657
swap,13,437275.007812,,,,80,10820.899820,0.343465
swap,14,328905.617188,,,,80,11224.059945,0.322512
swap,15,270549.054688,,,,80,11927.099824,0.310120
swap,16,156593.792969,,,,80,11545.599878,0.294525
swap,17,759017.078125,,,,80,9140.619758,0.278895
swap,18,1603703.500000,,,,80,12492.239991,0.330838
swap,19,234304.988281,,,,80,10595.119973,0.291570
swap,20,516718.398438,,,,80,10312.239873,0.287960
swap,21,4735517.125000,,,,80,11514.119996,0.310692
swap,22,1212022.718750,,,,80,12106.980021,0.305545
swap,23,1069508.687500,,,,80,12979.819896,0.309612
swap,24,232454.074219,,,,80,10956.279992,0.339354
swap,25,416508.812500,,,,80,11966.359813,0.321481
swap,26,323068.046875,,,,80,11495.279947,0.303829
swap,27,1389067.750000,,,,80,11775.699979,0.315255
swap,28,1908273.906250,,,,80,13836.499913,0.313951
swap,29,137366.679688,,,,80,11470.879968,0.287871
swap,30,1206869.750000,,,,80,12536.099969,0.293945
swap,31,723551.187500,,,,80,9714.079875,0.292991
swap,32,614015.937500,,,,80,10208.759858,0.288491
swap,33,285528.906250,,,,80,10851.279931,0.328675
swap,34,704728.937500,,,,80,12572.159864,0.306227
swap,35,176346.175781,,,,80,10964.039880,0.341084
swap,36,450359.695312,,,,80,11981.619958,0.295815
swap,37,302166.367188,,,,80,10900.699823,0.276949
swap,38,165162.382812,,,,80,11702.839919,0.275091
swap,39,437603.843750,,,,80,12368.319917,0.286636
swap,40,577813.703125,,,,80,13184.099845,0.285094
swap,41,284376.632812,,,,80,11093.619981,0.298721
swap,42,1339028.656250,,,,80,12436.499891,0.297825
swap,43,192053.816406,,,,80,10956.359842,0.291527
swap,44,1475392.875000,,,,80,11356.799936,0.346293
swap,45,351127.703125,,,,80,11447.399867,0.309227
swap,46,427363.929688,,,,80,10847.599893,0.285006
swap,47,146066.312500,,,,80,11219.099847,0.274893
swap,48,1437868.687500,,,,80,11620.479806,0.293006
swap,49,250327.570312,,,,80,11489.399968,0.291764
swap,50,192885.593750,,,,80,10760.099870,0.323532
swap,51,545833.218750,,,,80,11635.699903,0.327742
swap,52,269753.406250,,,,80,10856.579950,0.324565
swap,53,358578.398438,,,,80,10704.759958,0.313142
swap,54,446246.367188,,,,80,10523.939813,0.336115
swap,55,380324.109375,,,,80,10108.919786,0.296227
swap,56,466019.250000,,,,80,11320.659879,0.291082
swap,57,273526.460938,,,,80,11791.439859,0.296755
swap,58,153044.464844,,,,80,11419.279863,0.283213
swap,59,872847.968750,,,,80,11790.119840,0.295903
swap,60,930066.281250,,,,80,11250.999964,0.272245
