cell_name,site_id,x_um,y_um,physical_cell_name,cell_type
$abc$155330$auto$blifparse.cc:396:parse_blif$159453,46806,550.5599975585938,287.8800048828125,T19Y26__R0_OR_1,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159454,46805,548.260009765625,287.8800048828125,T19Y26__R0_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159455,46749,506.8599853515625,287.8800048828125,T18Y26__R0_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159456,43253,520.6599731445312,271.55999755859375,T18Y24__R2_OR_2,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159457,57347,506.8599853515625,355.8800048828125,T18Y32__R1_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159458,55593,505.94000244140625,347.7200012207031,T18Y31__R2_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159459,53680,419.4599914550781,336.8399963378906,T15Y30__R2_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159460,43057,410.260009765625,271.55999755859375,T14Y24__R2_OR_2,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159461,43055,405.6600036621094,271.55999755859375,T14Y24__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159462,48242,338.5,304.20001220703125,T12Y27__R2_INV_1,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159463,51755,357.3599853515625,320.5199890136719,T12Y29__R0_OR_1,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159464,44770,378.05999755859375,282.44000244140625,T13Y25__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159465,46510,380.3599853515625,287.8800048828125,T13Y26__R0_NAND_4,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159466,49984,343.55999755859375,309.6400146484375,T12Y28__R0_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159467,50013,350.4599914550781,315.0799865722656,T12Y28__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159468,55460,421.760009765625,350.44000244140625,T15Y31__R3_NAND_1,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159469,41292,407.9599914550781,260.67999267578125,T14Y23__R2_OR_1,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159470,41343,440.1600036621094,260.67999267578125,T15Y23__R2_OR_3,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159471,48382,428.6600036621094,301.4800109863281,T15Y27__R1_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159472,43088,424.05999755859375,268.8399963378906,T15Y24__R1_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159473,55446,423.1400146484375,347.7200012207031,T15Y31__R2_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159474,50017,359.6600036621094,315.0799865722656,T12Y28__R2_OR_4,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159475,51894,424.05999755859375,320.5199890136719,T15Y29__R0_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159476,50128,419.4599914550781,309.6400146484375,T15Y28__R0_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159477,58819,345.8599853515625,366.760009765625,T12Y33__R1_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159478,41389,460.8599853515625,260.67999267578125,T16Y23__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159479,43096,419.4599914550781,271.55999755859375,T15Y24__R2_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159480,57300,483.8599853515625,355.8800048828125,T17Y32__R1_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159481,51756,359.6600036621094,320.5199890136719,T12Y29__R0_OR_2,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159482,53684,427.739990234375,336.8399963378906,T15Y30__R2_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159483,41295,414.8599853515625,260.67999267578125,T14Y23__R2_OR_4,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159484,43081,437.8599853515625,266.1199951171875,T15Y24__R0_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159485,41422,479.260009765625,257.9599914550781,T17Y23__R1_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159486,41392,467.760009765625,260.67999267578125,T16Y23__R2_OR_3,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159487,43180,495.3599853515625,266.1199951171875,T17Y24__R0_OR_1,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159488,45022,502.260009765625,285.1600036621094,T18Y25__R3_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159489,43194,474.6600036621094,271.55999755859375,T17Y24__R2_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159490,44798,414.8599853515625,277.0,T14Y25__R0_OR_2,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159491,43129,463.1600036621094,266.1199951171875,T16Y24__R0_NAND_4,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159492,46657,463.1600036621094,287.8800048828125,T16Y26__R0_NAND_4,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159493,41340,433.260009765625,260.67999267578125,T15Y23__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159494,67795,425.44000244140625,423.8800048828125,T15Y38__R2_NAND_1,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159495,67771,426.3599853515625,418.44000244140625,T15Y38__R0_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159496,67632,359.6600036621094,418.44000244140625,T12Y38__R0_OR_2,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159497,76525,384.9599914550781,478.2799987792969,T13Y43__R2_OR_3,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159498,76506,368.8599853515625,475.55999755859375,T13Y43__R1_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159499,71240,371.1600036621094,448.3599853515625,T13Y40__R3_NAND_3,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159500,76499,382.6600036621094,472.8399963378906,T13Y43__R0_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159501,55435,421.760009765625,345.0,T15Y31__R1_NAND_1,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159502,51916,419.4599914550781,325.9599914550781,T15Y29__R2_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159503,58966,428.6600036621094,366.760009765625,T15Y33__R1_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159504,55497,455.3399963378906,347.7200012207031,T16Y31__R2_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159505,53698,426.3599853515625,339.55999755859375,T15Y30__R3_NAND_3,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159506,53518,355.05999755859375,331.3999938964844,T12Y30__R0_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159507,74758,378.05999755859375,467.3999938964844,T13Y42__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159508,55698,573.5599975585938,347.7200012207031,T20Y31__R2_OR_1,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159509,48536,504.1000061035156,304.20001220703125,T18Y27__R2_INV_1,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159510,41440,493.05999755859375,260.67999267578125,T17Y23__R2_OR_2,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159511,52039,502.260009765625,320.5199890136719,T18Y29__R0_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159512,52004,474.6600036621094,323.239990234375,T17Y29__R1_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159513,51969,455.3399963378906,325.9599914550781,T16Y29__R2_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159514,43202,488.4599914550781,271.55999755859375,T17Y24__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159515,41391,465.4599914550781,260.67999267578125,T16Y23__R2_OR_2,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159516,41438,488.4599914550781,260.67999267578125,T17Y23__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159517,43197,480.6400146484375,271.55999755859375,T17Y24__R2_NAND_1,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159518,50265,474.6600036621094,317.79998779296875,T17Y28__R3_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159519,43204,493.05999755859375,271.55999755859375,T17Y24__R2_OR_2,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159520,43205,495.3599853515625,271.55999755859375,T17Y24__R2_OR_3,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159521,43130,465.4599914550781,266.1199951171875,T16Y24__R0_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159522,43157,470.05999755859375,271.55999755859375,T16Y24__R2_OR_4,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159523,48487,476.5,304.20001220703125,T17Y27__R2_INV_1,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159524,48488,478.3399963378906,304.20001220703125,T17Y27__R2_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159525,43195,476.5,271.55999755859375,T17Y24__R2_INV_1,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159526,64496,580.4600219726562,396.67999267578125,T20Y36__R0_OR_2,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159527,62737,562.0599975585938,388.5199890136719,T20Y35__R1_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159528,62624,504.55999755859375,385.79998779296875,T18Y35__R0_NAND_1,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159529,43056,407.9599914550781,271.55999755859375,T14Y24__R2_OR_1,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159530,46518,368.8599853515625,290.6000061035156,T13Y26__R1_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159531,58949,421.760009765625,364.0400085449219,T15Y33__R0_NAND_1,sky130_fd_sc_hd__nand2_2
