cell_type,cell_name
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2388
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2389
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2390
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2391
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2392
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2393
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2394
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2395
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2396
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2397
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2398
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2399
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2400
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2401
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2402
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2403
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2404
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2405
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2406
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2407
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2408
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2409
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2410
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2411
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2412
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2413
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2414
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2415
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2416
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2417
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2418
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2419
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2420
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2421
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2422
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2423
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2424
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2425
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2426
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2427
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2428
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2429
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2430
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2431
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2432
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2433
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2434
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2435
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2436
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2437
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2438
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2439
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2440
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2441
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2442
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2443
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2444
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2445
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2446
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2447
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2448
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2449
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2450
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2451
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2452
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2453
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2454
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2455
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2456
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2457
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2458
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2459
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2460
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2461
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2462
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2463
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2464
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2465
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2466
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2467
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2468
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2469
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2470
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2471
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2472
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2473
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2474
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2475
sky130_fd_sc_hd__or2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2476
sky130_fd_sc_hd__nand2_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2477
sky130_fd_sc_hd__clkinv_2,$abc$2096$auto$blifparse.cc:396:parse_blif$2478
sky130_fd_sc_hd__conb_1,$auto$hilomap.cc:40:hilomap_worker$2060
sky130_fd_sc_hd__conb_1,$auto$hilomap.cc:40:hilomap_worker$2547
sky130_fd_sc_hd__conb_1,$auto$hilomap.cc:48:hilomap_worker$2058
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2479
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2480
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2481
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2482
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2483
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2484
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2485
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2486
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2487
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2488
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2489
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2490
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2491
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2492
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2493
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2494
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2495
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2496
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2497
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2498
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2499
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2500
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2501
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2502
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2503
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2504
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2505
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2506
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2507
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2508
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2509
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2510
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2511
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2512
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2513
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2514
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2515
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2516
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2517
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2518
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2519
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2520
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2521
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2522
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2523
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2524
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2525
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2526
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2527
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2528
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2529
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2530
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2531
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2532
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2533
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2534
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2535
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2536
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2537
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2538
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2539
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2540
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2541
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2542
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2543
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2544
sky130_fd_sc_hd__clkbuf_4,$auto$insbuf.cc:97:execute$2545
sky130_fd_sc_hd__dfbbp_1,$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1480
sky130_fd_sc_hd__dfbbp_1,$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1481
sky130_fd_sc_hd__dfbbp_1,$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1482
sky130_fd_sc_hd__dfbbp_1,$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1483
sky130_fd_sc_hd__dfbbp_1,$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1422
sky130_fd_sc_hd__dfbbp_1,$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1424
sky130_fd_sc_hd__dfbbp_1,$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1425
sky130_fd_sc_hd__dfbbp_1,$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1429
sky130_fd_sc_hd__dfbbp_1,$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1430
sky130_fd_sc_hd__dfbbp_1,$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1431
sky130_fd_sc_hd__dfbbp_1,$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1432
