cell_name,cell_type,port,net_bit,net_name,direction
$abc$2096$auto$blifparse.cc:396:parse_blif$2105,sky130_fd_sc_hd__clkinv_2,A,8,in_4,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2105,sky130_fd_sc_hd__clkinv_2,Y,133,$abc$2096$new_n64,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2106,sky130_fd_sc_hd__clkinv_2,A,9,in_5,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2106,sky130_fd_sc_hd__clkinv_2,Y,134,$abc$2096$new_n65,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2107,sky130_fd_sc_hd__clkinv_2,A,10,in_6,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2107,sky130_fd_sc_hd__clkinv_2,Y,135,$abc$2096$new_n66,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2108,sky130_fd_sc_hd__clkinv_2,A,11,in_7,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2108,sky130_fd_sc_hd__clkinv_2,Y,136,$abc$2096$new_n67,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2109,sky130_fd_sc_hd__nand2_2,A,137,$flatten\A.\counter_inst.$auto$alumacc.cc:495:replace_alu$124.X,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2109,sky130_fd_sc_hd__nand2_2,B,24,in_20,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2109,sky130_fd_sc_hd__nand2_2,Y,138,$abc$2096$new_n68,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2110,sky130_fd_sc_hd__nand2_2,A,106,out_22,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2110,sky130_fd_sc_hd__nand2_2,B,124,$abc$2096$new_n56,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2110,sky130_fd_sc_hd__nand2_2,Y,139,$abc$2096$new_n69,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2111,sky130_fd_sc_hd__nand2_2,A,138,$abc$2096$new_n68,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2111,sky130_fd_sc_hd__nand2_2,B,139,$abc$2096$new_n69,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2111,sky130_fd_sc_hd__nand2_2,Y,140,$abc$2096$auto$rtlil.cc:3205:MuxGate$2062,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2112,sky130_fd_sc_hd__nand2_2,A,106,out_22,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2112,sky130_fd_sc_hd__nand2_2,B,24,in_20,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2112,sky130_fd_sc_hd__nand2_2,Y,141,$abc$2096$new_n71,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2113,sky130_fd_sc_hd__clkinv_2,A,141,$abc$2096$new_n71,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2113,sky130_fd_sc_hd__clkinv_2,Y,142,$abc$2096$new_n72,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2114,sky130_fd_sc_hd__nand2_2,A,107,out_23,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2114,sky130_fd_sc_hd__nand2_2,B,142,$abc$2096$new_n72,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2114,sky130_fd_sc_hd__nand2_2,Y,143,$abc$2096$new_n73,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2115,sky130_fd_sc_hd__clkinv_2,A,143,$abc$2096$new_n73,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2115,sky130_fd_sc_hd__clkinv_2,Y,144,$abc$2096$new_n74,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2116,sky130_fd_sc_hd__or2_2,A,107,out_23,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2116,sky130_fd_sc_hd__or2_2,B,142,$abc$2096$new_n72,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2116,sky130_fd_sc_hd__or2_2,X,145,$abc$2096$new_n75,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2117,sky130_fd_sc_hd__nand2_2,A,143,$abc$2096$new_n73,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2117,sky130_fd_sc_hd__nand2_2,B,145,$abc$2096$new_n75,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2117,sky130_fd_sc_hd__nand2_2,Y,146,$abc$2096$new_n76,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2118,sky130_fd_sc_hd__clkinv_2,A,146,$abc$2096$new_n76,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2118,sky130_fd_sc_hd__clkinv_2,Y,147,$abc$2096$auto$rtlil.cc:3205:MuxGate$2064,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2119,sky130_fd_sc_hd__nand2_2,A,108,out_24,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2119,sky130_fd_sc_hd__nand2_2,B,144,$abc$2096$new_n74,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2119,sky130_fd_sc_hd__nand2_2,Y,148,$abc$2096$new_n78,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2120,sky130_fd_sc_hd__or2_2,A,108,out_24,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2120,sky130_fd_sc_hd__or2_2,B,144,$abc$2096$new_n74,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2120,sky130_fd_sc_hd__or2_2,X,149,$abc$2096$new_n79,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2121,sky130_fd_sc_hd__nand2_2,A,148,$abc$2096$new_n78,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2121,sky130_fd_sc_hd__nand2_2,B,149,$abc$2096$new_n79,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2121,sky130_fd_sc_hd__nand2_2,Y,150,$abc$2096$new_n80,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2122,sky130_fd_sc_hd__clkinv_2,A,150,$abc$2096$new_n80,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2122,sky130_fd_sc_hd__clkinv_2,Y,151,$abc$2096$auto$rtlil.cc:3205:MuxGate$2066,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2123,sky130_fd_sc_hd__nand2_2,A,109,out_25,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2123,sky130_fd_sc_hd__nand2_2,B,148,$abc$2096$new_n78,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2123,sky130_fd_sc_hd__nand2_2,Y,152,$abc$2096$new_n82,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2124,sky130_fd_sc_hd__or2_2,A,109,out_25,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2124,sky130_fd_sc_hd__or2_2,B,148,$abc$2096$new_n78,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2124,sky130_fd_sc_hd__or2_2,X,153,$abc$2096$new_n83,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2125,sky130_fd_sc_hd__nand2_2,A,152,$abc$2096$new_n82,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2125,sky130_fd_sc_hd__nand2_2,B,153,$abc$2096$new_n83,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2125,sky130_fd_sc_hd__nand2_2,Y,154,$abc$2096$auto$rtlil.cc:3205:MuxGate$2068,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2126,sky130_fd_sc_hd__nand2_2,A,24,in_20,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2126,sky130_fd_sc_hd__nand2_2,B,155,$flatten\A.\gray_inst.$auto$alumacc.cc:495:replace_alu$127.X,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2126,sky130_fd_sc_hd__nand2_2,Y,156,$abc$2096$new_n85,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2127,sky130_fd_sc_hd__nand2_2,A,124,$abc$2096$new_n56,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2127,sky130_fd_sc_hd__nand2_2,B,157,A.gray_inst.binary_count,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2127,sky130_fd_sc_hd__nand2_2,Y,158,$abc$2096$new_n86,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2128,sky130_fd_sc_hd__nand2_2,A,156,$abc$2096$new_n85,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2128,sky130_fd_sc_hd__nand2_2,B,158,$abc$2096$new_n86,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2128,sky130_fd_sc_hd__nand2_2,Y,159,$abc$2096$auto$rtlil.cc:3205:MuxGate$2070,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2129,sky130_fd_sc_hd__nand2_2,A,24,in_20,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2129,sky130_fd_sc_hd__nand2_2,B,157,A.gray_inst.binary_count,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2129,sky130_fd_sc_hd__nand2_2,Y,160,$abc$2096$new_n88,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2130,sky130_fd_sc_hd__clkinv_2,A,160,$abc$2096$new_n88,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2130,sky130_fd_sc_hd__clkinv_2,Y,161,$abc$2096$new_n89,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2131,sky130_fd_sc_hd__nand2_2,A,110,out_26,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2131,sky130_fd_sc_hd__nand2_2,B,161,$abc$2096$new_n89,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2131,sky130_fd_sc_hd__nand2_2,Y,162,$abc$2096$new_n90,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2132,sky130_fd_sc_hd__nand2_2,A,126,$abc$2096$new_n57,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2132,sky130_fd_sc_hd__nand2_2,B,162,$abc$2096$new_n90,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2132,sky130_fd_sc_hd__nand2_2,Y,163,$abc$2096$new_n91,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2133,sky130_fd_sc_hd__nand2_2,A,125,A.gray_inst.binary_count,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2133,sky130_fd_sc_hd__nand2_2,B,110,out_26,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2133,sky130_fd_sc_hd__nand2_2,Y,164,$abc$2096$new_n92,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2134,sky130_fd_sc_hd__or2_2,A,160,$abc$2096$new_n88,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2134,sky130_fd_sc_hd__or2_2,B,164,$abc$2096$new_n92,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2134,sky130_fd_sc_hd__or2_2,X,165,$abc$2096$new_n93,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2135,sky130_fd_sc_hd__nand2_2,A,163,$abc$2096$new_n91,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2135,sky130_fd_sc_hd__nand2_2,B,165,$abc$2096$new_n93,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2135,sky130_fd_sc_hd__nand2_2,Y,166,$abc$2096$new_n94,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2136,sky130_fd_sc_hd__clkinv_2,A,166,$abc$2096$new_n94,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2136,sky130_fd_sc_hd__clkinv_2,Y,167,$abc$2096$auto$rtlil.cc:3205:MuxGate$2072,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2137,sky130_fd_sc_hd__nand2_2,A,168,A.gray_inst.binary_count,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2137,sky130_fd_sc_hd__nand2_2,B,165,$abc$2096$new_n93,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2137,sky130_fd_sc_hd__nand2_2,Y,169,$abc$2096$new_n96,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2138,sky130_fd_sc_hd__or2_2,A,168,A.gray_inst.binary_count,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2138,sky130_fd_sc_hd__or2_2,B,165,$abc$2096$new_n93,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2138,sky130_fd_sc_hd__or2_2,X,170,$abc$2096$new_n97,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2139,sky130_fd_sc_hd__nand2_2,A,169,$abc$2096$new_n96,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2139,sky130_fd_sc_hd__nand2_2,B,170,$abc$2096$new_n97,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2139,sky130_fd_sc_hd__nand2_2,Y,171,$abc$2096$auto$rtlil.cc:3205:MuxGate$2074,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2140,sky130_fd_sc_hd__or2_2,A,110,out_26,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2140,sky130_fd_sc_hd__or2_2,B,161,$abc$2096$new_n89,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2140,sky130_fd_sc_hd__or2_2,X,172,$abc$2096$new_n99,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2141,sky130_fd_sc_hd__nand2_2,A,162,$abc$2096$new_n90,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2141,sky130_fd_sc_hd__nand2_2,B,172,$abc$2096$new_n99,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2141,sky130_fd_sc_hd__nand2_2,Y,173,$abc$2096$new_n100,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2142,sky130_fd_sc_hd__clkinv_2,A,173,$abc$2096$new_n100,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2142,sky130_fd_sc_hd__clkinv_2,Y,174,$abc$2096$auto$rtlil.cc:3205:MuxGate$2076,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2143,sky130_fd_sc_hd__or2_2,A,125,A.gray_inst.binary_count,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2143,sky130_fd_sc_hd__or2_2,B,110,out_26,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2143,sky130_fd_sc_hd__or2_2,X,175,$abc$2096$new_n102,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2144,sky130_fd_sc_hd__nand2_2,A,164,$abc$2096$new_n92,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2144,sky130_fd_sc_hd__nand2_2,B,175,$abc$2096$new_n102,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2144,sky130_fd_sc_hd__nand2_2,Y,176,$abc$2096$new_n103,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2145,sky130_fd_sc_hd__or2_2,A,24,in_20,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2145,sky130_fd_sc_hd__or2_2,B,111,out_27,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2145,sky130_fd_sc_hd__or2_2,X,177,$abc$2096$new_n104,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2146,sky130_fd_sc_hd__nand2_2,A,24,in_20,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2146,sky130_fd_sc_hd__nand2_2,B,176,$abc$2096$new_n103,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2146,sky130_fd_sc_hd__nand2_2,Y,178,$abc$2096$new_n105,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2147,sky130_fd_sc_hd__nand2_2,A,177,$abc$2096$new_n104,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2147,sky130_fd_sc_hd__nand2_2,B,178,$abc$2096$new_n105,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2147,sky130_fd_sc_hd__nand2_2,Y,179,$abc$2096$new_n106,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2148,sky130_fd_sc_hd__clkinv_2,A,179,$abc$2096$new_n106,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2148,sky130_fd_sc_hd__clkinv_2,Y,180,$abc$2096$auto$rtlil.cc:3205:MuxGate$2078,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2149,sky130_fd_sc_hd__nand2_2,A,125,A.gray_inst.binary_count,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2149,sky130_fd_sc_hd__nand2_2,B,168,A.gray_inst.binary_count,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2149,sky130_fd_sc_hd__nand2_2,Y,181,$abc$2096$new_n108,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2150,sky130_fd_sc_hd__or2_2,A,125,A.gray_inst.binary_count,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2150,sky130_fd_sc_hd__or2_2,B,168,A.gray_inst.binary_count,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2150,sky130_fd_sc_hd__or2_2,X,182,$abc$2096$new_n109,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2151,sky130_fd_sc_hd__nand2_2,A,181,$abc$2096$new_n108,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2151,sky130_fd_sc_hd__nand2_2,B,182,$abc$2096$new_n109,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2151,sky130_fd_sc_hd__nand2_2,Y,183,$abc$2096$new_n110,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2152,sky130_fd_sc_hd__or2_2,A,24,in_20,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2152,sky130_fd_sc_hd__or2_2,B,112,out_28,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2152,sky130_fd_sc_hd__or2_2,X,184,$abc$2096$new_n111,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2153,sky130_fd_sc_hd__nand2_2,A,24,in_20,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2153,sky130_fd_sc_hd__nand2_2,B,183,$abc$2096$new_n110,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2153,sky130_fd_sc_hd__nand2_2,Y,185,$abc$2096$new_n112,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2154,sky130_fd_sc_hd__nand2_2,A,184,$abc$2096$new_n111,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2154,sky130_fd_sc_hd__nand2_2,B,185,$abc$2096$new_n112,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2154,sky130_fd_sc_hd__nand2_2,Y,186,$abc$2096$new_n113,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2155,sky130_fd_sc_hd__clkinv_2,A,186,$abc$2096$new_n113,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2155,sky130_fd_sc_hd__clkinv_2,Y,187,$abc$2096$auto$rtlil.cc:3205:MuxGate$2080,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2156,sky130_fd_sc_hd__nand2_2,A,24,in_20,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2156,sky130_fd_sc_hd__nand2_2,B,168,A.gray_inst.binary_count,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2156,sky130_fd_sc_hd__nand2_2,Y,188,$abc$2096$new_n115,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2157,sky130_fd_sc_hd__nand2_2,A,124,$abc$2096$new_n56,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2157,sky130_fd_sc_hd__nand2_2,B,113,out_29,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2157,sky130_fd_sc_hd__nand2_2,Y,189,$abc$2096$new_n116,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2158,sky130_fd_sc_hd__nand2_2,A,188,$abc$2096$new_n115,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2158,sky130_fd_sc_hd__nand2_2,B,189,$abc$2096$new_n116,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2158,sky130_fd_sc_hd__nand2_2,Y,190,$abc$2096$auto$rtlil.cc:3205:MuxGate$2082,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2159,sky130_fd_sc_hd__or2_2,A,12,in_8,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2159,sky130_fd_sc_hd__or2_2,B,4,in_0,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2159,sky130_fd_sc_hd__or2_2,X,191,$abc$2096$new_n118,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2160,sky130_fd_sc_hd__or2_2,A,20,in_16,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2160,sky130_fd_sc_hd__or2_2,B,21,in_17,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2160,sky130_fd_sc_hd__or2_2,X,192,$abc$2096$new_n119,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2161,sky130_fd_sc_hd__clkinv_2,A,192,$abc$2096$new_n119,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2161,sky130_fd_sc_hd__clkinv_2,Y,193,$abc$2096$new_n120,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2162,sky130_fd_sc_hd__or2_2,A,128,$abc$2096$new_n59,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2162,sky130_fd_sc_hd__or2_2,B,192,$abc$2096$new_n119,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2162,sky130_fd_sc_hd__or2_2,X,194,$abc$2096$new_n121,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2163,sky130_fd_sc_hd__clkinv_2,A,194,$abc$2096$new_n121,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2163,sky130_fd_sc_hd__clkinv_2,Y,195,$abc$2096$new_n122,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2164,sky130_fd_sc_hd__nand2_2,A,20,in_16,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2164,sky130_fd_sc_hd__nand2_2,B,21,in_17,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2164,sky130_fd_sc_hd__nand2_2,Y,196,$abc$2096$new_n123,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2165,sky130_fd_sc_hd__nand2_2,A,12,in_8,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2165,sky130_fd_sc_hd__nand2_2,B,4,in_0,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2165,sky130_fd_sc_hd__nand2_2,Y,197,$abc$2096$new_n124,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2166,sky130_fd_sc_hd__clkinv_2,A,197,$abc$2096$new_n124,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2166,sky130_fd_sc_hd__clkinv_2,Y,198,$abc$2096$new_n125,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2167,sky130_fd_sc_hd__nand2_2,A,196,$abc$2096$new_n123,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2167,sky130_fd_sc_hd__nand2_2,B,197,$abc$2096$new_n124,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2167,sky130_fd_sc_hd__nand2_2,Y,199,$abc$2096$new_n126,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2168,sky130_fd_sc_hd__or2_2,A,22,in_18,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2168,sky130_fd_sc_hd__or2_2,B,199,$abc$2096$new_n126,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2168,sky130_fd_sc_hd__or2_2,X,200,$abc$2096$new_n127,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2169,sky130_fd_sc_hd__nand2_2,A,194,$abc$2096$new_n121,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2169,sky130_fd_sc_hd__nand2_2,B,200,$abc$2096$new_n127,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2169,sky130_fd_sc_hd__nand2_2,Y,201,$abc$2096$new_n128,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2170,sky130_fd_sc_hd__nand2_2,A,191,$abc$2096$new_n118,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2170,sky130_fd_sc_hd__nand2_2,B,201,$abc$2096$new_n128,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2170,sky130_fd_sc_hd__nand2_2,Y,202,$abc$2096$new_n129,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2171,sky130_fd_sc_hd__nand2_2,A,22,in_18,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2171,sky130_fd_sc_hd__nand2_2,B,130,$abc$2096$new_n61,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2171,sky130_fd_sc_hd__nand2_2,Y,203,$abc$2096$new_n130,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2172,sky130_fd_sc_hd__or2_2,A,193,$abc$2096$new_n120,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2172,sky130_fd_sc_hd__or2_2,B,203,$abc$2096$new_n130,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2172,sky130_fd_sc_hd__or2_2,X,204,$abc$2096$new_n131,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2173,sky130_fd_sc_hd__or2_2,A,22,in_18,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2173,sky130_fd_sc_hd__or2_2,B,196,$abc$2096$new_n123,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2173,sky130_fd_sc_hd__or2_2,X,205,$abc$2096$new_n132,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2174,sky130_fd_sc_hd__or2_2,A,197,$abc$2096$new_n124,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2174,sky130_fd_sc_hd__or2_2,B,205,$abc$2096$new_n132,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2174,sky130_fd_sc_hd__or2_2,X,206,$abc$2096$new_n133,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2175,sky130_fd_sc_hd__nand2_2,A,204,$abc$2096$new_n131,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2175,sky130_fd_sc_hd__nand2_2,B,206,$abc$2096$new_n133,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2175,sky130_fd_sc_hd__nand2_2,Y,207,$abc$2096$new_n134,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2176,sky130_fd_sc_hd__clkinv_2,A,207,$abc$2096$new_n134,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2176,sky130_fd_sc_hd__clkinv_2,Y,208,$abc$2096$new_n135,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2177,sky130_fd_sc_hd__nand2_2,A,202,$abc$2096$new_n129,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2177,sky130_fd_sc_hd__nand2_2,B,208,$abc$2096$new_n135,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2177,sky130_fd_sc_hd__nand2_2,Y,114,out_30,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2178,sky130_fd_sc_hd__or2_2,A,128,$abc$2096$new_n59,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2178,sky130_fd_sc_hd__or2_2,B,196,$abc$2096$new_n123,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2178,sky130_fd_sc_hd__or2_2,X,209,$abc$2096$new_n137,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2179,sky130_fd_sc_hd__clkinv_2,A,209,$abc$2096$new_n137,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2179,sky130_fd_sc_hd__clkinv_2,Y,210,$abc$2096$new_n138,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2180,sky130_fd_sc_hd__or2_2,A,5,in_1,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2180,sky130_fd_sc_hd__or2_2,B,209,$abc$2096$new_n137,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2180,sky130_fd_sc_hd__or2_2,X,211,$abc$2096$new_n139,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2181,sky130_fd_sc_hd__nand2_2,A,13,in_9,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2181,sky130_fd_sc_hd__nand2_2,B,5,in_1,input
