cell_name,cell_type,port,net_bit,net_name,direction
$abc$2096$auto$blifparse.cc:396:parse_blif$2181,sky130_fd_sc_hd__nand2_2,Y,212,$abc$2096$new_n140,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2182,sky130_fd_sc_hd__or2_2,A,205,$abc$2096$new_n132,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2182,sky130_fd_sc_hd__or2_2,B,212,$abc$2096$new_n140,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2182,sky130_fd_sc_hd__or2_2,X,213,$abc$2096$new_n141,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2183,sky130_fd_sc_hd__nand2_2,A,211,$abc$2096$new_n139,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2183,sky130_fd_sc_hd__nand2_2,B,213,$abc$2096$new_n141,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2183,sky130_fd_sc_hd__nand2_2,Y,214,$abc$2096$new_n142,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2184,sky130_fd_sc_hd__nand2_2,A,129,$abc$2096$new_n60,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2184,sky130_fd_sc_hd__nand2_2,B,5,in_1,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2184,sky130_fd_sc_hd__nand2_2,Y,215,$abc$2096$new_n143,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2185,sky130_fd_sc_hd__or2_2,A,129,$abc$2096$new_n60,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2185,sky130_fd_sc_hd__or2_2,B,5,in_1,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2185,sky130_fd_sc_hd__or2_2,X,216,$abc$2096$new_n144,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2186,sky130_fd_sc_hd__nand2_2,A,215,$abc$2096$new_n143,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2186,sky130_fd_sc_hd__nand2_2,B,216,$abc$2096$new_n144,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2186,sky130_fd_sc_hd__nand2_2,Y,217,$abc$2096$new_n145,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2187,sky130_fd_sc_hd__nand2_2,A,127,$abc$2096$new_n58,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2187,sky130_fd_sc_hd__nand2_2,B,21,in_17,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2187,sky130_fd_sc_hd__nand2_2,Y,218,$abc$2096$new_n146,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2188,sky130_fd_sc_hd__or2_2,A,22,in_18,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2188,sky130_fd_sc_hd__or2_2,B,218,$abc$2096$new_n146,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2188,sky130_fd_sc_hd__or2_2,X,219,$abc$2096$new_n147,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2189,sky130_fd_sc_hd__clkinv_2,A,219,$abc$2096$new_n147,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2189,sky130_fd_sc_hd__clkinv_2,Y,220,$abc$2096$new_n148,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2190,sky130_fd_sc_hd__nand2_2,A,217,$abc$2096$new_n145,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2190,sky130_fd_sc_hd__nand2_2,B,220,$abc$2096$new_n148,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2190,sky130_fd_sc_hd__nand2_2,Y,221,$abc$2096$new_n149,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2191,sky130_fd_sc_hd__nand2_2,A,4,in_0,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2191,sky130_fd_sc_hd__nand2_2,B,5,in_1,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2191,sky130_fd_sc_hd__nand2_2,Y,222,$abc$2096$new_n150,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2192,sky130_fd_sc_hd__or2_2,A,4,in_0,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2192,sky130_fd_sc_hd__or2_2,B,5,in_1,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2192,sky130_fd_sc_hd__or2_2,X,223,$abc$2096$new_n151,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2193,sky130_fd_sc_hd__nand2_2,A,222,$abc$2096$new_n150,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2193,sky130_fd_sc_hd__nand2_2,B,223,$abc$2096$new_n151,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2193,sky130_fd_sc_hd__nand2_2,Y,224,$abc$2096$new_n152,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2194,sky130_fd_sc_hd__or2_2,A,128,$abc$2096$new_n59,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2194,sky130_fd_sc_hd__or2_2,B,218,$abc$2096$new_n146,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2194,sky130_fd_sc_hd__or2_2,X,225,$abc$2096$new_n153,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2195,sky130_fd_sc_hd__clkinv_2,A,225,$abc$2096$new_n153,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2195,sky130_fd_sc_hd__clkinv_2,Y,226,$abc$2096$new_n154,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2196,sky130_fd_sc_hd__nand2_2,A,224,$abc$2096$new_n152,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2196,sky130_fd_sc_hd__nand2_2,B,226,$abc$2096$new_n154,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2196,sky130_fd_sc_hd__nand2_2,Y,227,$abc$2096$new_n155,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2197,sky130_fd_sc_hd__nand2_2,A,221,$abc$2096$new_n149,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2197,sky130_fd_sc_hd__nand2_2,B,227,$abc$2096$new_n155,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2197,sky130_fd_sc_hd__nand2_2,Y,228,$abc$2096$new_n156,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2198,sky130_fd_sc_hd__or2_2,A,127,$abc$2096$new_n58,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2198,sky130_fd_sc_hd__or2_2,B,21,in_17,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2198,sky130_fd_sc_hd__or2_2,X,229,$abc$2096$new_n157,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2199,sky130_fd_sc_hd__or2_2,A,128,$abc$2096$new_n59,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2199,sky130_fd_sc_hd__or2_2,B,229,$abc$2096$new_n157,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2199,sky130_fd_sc_hd__or2_2,X,230,$abc$2096$new_n158,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2200,sky130_fd_sc_hd__clkinv_2,A,230,$abc$2096$new_n158,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2200,sky130_fd_sc_hd__clkinv_2,Y,231,$abc$2096$new_n159,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2201,sky130_fd_sc_hd__or2_2,A,224,$abc$2096$new_n152,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2201,sky130_fd_sc_hd__or2_2,B,230,$abc$2096$new_n158,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2201,sky130_fd_sc_hd__or2_2,X,232,$abc$2096$new_n160,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2202,sky130_fd_sc_hd__or2_2,A,13,in_9,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2202,sky130_fd_sc_hd__or2_2,B,5,in_1,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2202,sky130_fd_sc_hd__or2_2,X,233,$abc$2096$new_n161,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2203,sky130_fd_sc_hd__nand2_2,A,195,$abc$2096$new_n122,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2203,sky130_fd_sc_hd__nand2_2,B,233,$abc$2096$new_n161,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2203,sky130_fd_sc_hd__nand2_2,Y,234,$abc$2096$new_n162,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2204,sky130_fd_sc_hd__nand2_2,A,232,$abc$2096$new_n160,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2204,sky130_fd_sc_hd__nand2_2,B,234,$abc$2096$new_n162,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2204,sky130_fd_sc_hd__nand2_2,Y,235,$abc$2096$new_n163,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2205,sky130_fd_sc_hd__or2_2,A,228,$abc$2096$new_n156,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2205,sky130_fd_sc_hd__or2_2,B,235,$abc$2096$new_n163,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2205,sky130_fd_sc_hd__or2_2,X,236,$abc$2096$new_n164,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2206,sky130_fd_sc_hd__or2_2,A,214,$abc$2096$new_n142,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2206,sky130_fd_sc_hd__or2_2,B,236,$abc$2096$new_n164,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2206,sky130_fd_sc_hd__or2_2,X,237,$abc$2096$new_n165,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2207,sky130_fd_sc_hd__nand2_2,A,12,in_8,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2207,sky130_fd_sc_hd__nand2_2,B,130,$abc$2096$new_n61,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2207,sky130_fd_sc_hd__nand2_2,Y,238,$abc$2096$new_n166,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2208,sky130_fd_sc_hd__clkinv_2,A,238,$abc$2096$new_n166,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2208,sky130_fd_sc_hd__clkinv_2,Y,239,$abc$2096$new_n167,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2209,sky130_fd_sc_hd__nand2_2,A,217,$abc$2096$new_n145,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2209,sky130_fd_sc_hd__nand2_2,B,239,$abc$2096$new_n167,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2209,sky130_fd_sc_hd__nand2_2,Y,240,$abc$2096$new_n168,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2210,sky130_fd_sc_hd__or2_2,A,22,in_18,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2210,sky130_fd_sc_hd__or2_2,B,229,$abc$2096$new_n157,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2210,sky130_fd_sc_hd__or2_2,X,241,$abc$2096$new_n169,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2211,sky130_fd_sc_hd__clkinv_2,A,241,$abc$2096$new_n169,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2211,sky130_fd_sc_hd__clkinv_2,Y,242,$abc$2096$new_n170,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2212,sky130_fd_sc_hd__or2_2,A,217,$abc$2096$new_n145,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2212,sky130_fd_sc_hd__or2_2,B,239,$abc$2096$new_n167,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2212,sky130_fd_sc_hd__or2_2,X,243,$abc$2096$new_n171,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2213,sky130_fd_sc_hd__nand2_2,A,240,$abc$2096$new_n168,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2213,sky130_fd_sc_hd__nand2_2,B,243,$abc$2096$new_n171,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2213,sky130_fd_sc_hd__nand2_2,Y,244,$abc$2096$new_n172,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2214,sky130_fd_sc_hd__or2_2,A,241,$abc$2096$new_n169,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2214,sky130_fd_sc_hd__or2_2,B,244,$abc$2096$new_n172,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2214,sky130_fd_sc_hd__or2_2,X,245,$abc$2096$new_n173,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2215,sky130_fd_sc_hd__or2_2,A,198,$abc$2096$new_n125,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2215,sky130_fd_sc_hd__or2_2,B,217,$abc$2096$new_n145,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2215,sky130_fd_sc_hd__or2_2,X,246,$abc$2096$new_n174,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2216,sky130_fd_sc_hd__nand2_2,A,198,$abc$2096$new_n125,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2216,sky130_fd_sc_hd__nand2_2,B,217,$abc$2096$new_n145,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2216,sky130_fd_sc_hd__nand2_2,Y,247,$abc$2096$new_n175,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2217,sky130_fd_sc_hd__clkinv_2,A,247,$abc$2096$new_n175,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2217,sky130_fd_sc_hd__clkinv_2,Y,248,$abc$2096$new_n176,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2218,sky130_fd_sc_hd__or2_2,A,22,in_18,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2218,sky130_fd_sc_hd__or2_2,B,192,$abc$2096$new_n119,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2218,sky130_fd_sc_hd__or2_2,X,249,$abc$2096$new_n177,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2219,sky130_fd_sc_hd__clkinv_2,A,249,$abc$2096$new_n177,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2219,sky130_fd_sc_hd__clkinv_2,Y,250,$abc$2096$new_n178,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2220,sky130_fd_sc_hd__nand2_2,A,246,$abc$2096$new_n174,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2220,sky130_fd_sc_hd__nand2_2,B,250,$abc$2096$new_n178,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2220,sky130_fd_sc_hd__nand2_2,Y,251,$abc$2096$new_n179,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2221,sky130_fd_sc_hd__or2_2,A,248,$abc$2096$new_n176,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2221,sky130_fd_sc_hd__or2_2,B,251,$abc$2096$new_n179,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2221,sky130_fd_sc_hd__or2_2,X,252,$abc$2096$new_n180,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2222,sky130_fd_sc_hd__nand2_2,A,245,$abc$2096$new_n173,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2222,sky130_fd_sc_hd__nand2_2,B,252,$abc$2096$new_n180,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2222,sky130_fd_sc_hd__nand2_2,Y,253,$abc$2096$new_n181,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2223,sky130_fd_sc_hd__or2_2,A,237,$abc$2096$new_n165,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2223,sky130_fd_sc_hd__or2_2,B,253,$abc$2096$new_n181,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2223,sky130_fd_sc_hd__or2_2,X,115,out_31,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2224,sky130_fd_sc_hd__or2_2,A,14,in_10,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2224,sky130_fd_sc_hd__or2_2,B,131,$abc$2096$new_n62,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2224,sky130_fd_sc_hd__or2_2,X,254,$abc$2096$new_n183,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2225,sky130_fd_sc_hd__nand2_2,A,14,in_10,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2225,sky130_fd_sc_hd__nand2_2,B,131,$abc$2096$new_n62,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2225,sky130_fd_sc_hd__nand2_2,Y,255,$abc$2096$new_n184,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2226,sky130_fd_sc_hd__nand2_2,A,254,$abc$2096$new_n183,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2226,sky130_fd_sc_hd__nand2_2,B,255,$abc$2096$new_n184,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2226,sky130_fd_sc_hd__nand2_2,Y,256,$abc$2096$new_n185,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2227,sky130_fd_sc_hd__clkinv_2,A,256,$abc$2096$new_n185,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2227,sky130_fd_sc_hd__clkinv_2,Y,257,$abc$2096$new_n186,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2228,sky130_fd_sc_hd__nand2_2,A,215,$abc$2096$new_n143,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2228,sky130_fd_sc_hd__nand2_2,B,243,$abc$2096$new_n171,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2228,sky130_fd_sc_hd__nand2_2,Y,258,$abc$2096$new_n187,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2229,sky130_fd_sc_hd__nand2_2,A,257,$abc$2096$new_n186,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2229,sky130_fd_sc_hd__nand2_2,B,258,$abc$2096$new_n187,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2229,sky130_fd_sc_hd__nand2_2,Y,259,$abc$2096$new_n188,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2230,sky130_fd_sc_hd__clkinv_2,A,259,$abc$2096$new_n188,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2230,sky130_fd_sc_hd__clkinv_2,Y,260,$abc$2096$new_n189,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2231,sky130_fd_sc_hd__or2_2,A,257,$abc$2096$new_n186,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2231,sky130_fd_sc_hd__or2_2,B,258,$abc$2096$new_n187,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2231,sky130_fd_sc_hd__or2_2,X,261,$abc$2096$new_n190,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2232,sky130_fd_sc_hd__nand2_2,A,242,$abc$2096$new_n170,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2232,sky130_fd_sc_hd__nand2_2,B,261,$abc$2096$new_n190,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2232,sky130_fd_sc_hd__nand2_2,Y,262,$abc$2096$new_n191,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2233,sky130_fd_sc_hd__or2_2,A,260,$abc$2096$new_n189,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2233,sky130_fd_sc_hd__or2_2,B,262,$abc$2096$new_n191,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2233,sky130_fd_sc_hd__or2_2,X,263,$abc$2096$new_n192,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2234,sky130_fd_sc_hd__clkinv_2,A,263,$abc$2096$new_n192,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2234,sky130_fd_sc_hd__clkinv_2,Y,264,$abc$2096$new_n193,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2235,sky130_fd_sc_hd__nand2_2,A,212,$abc$2096$new_n140,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2235,sky130_fd_sc_hd__nand2_2,B,247,$abc$2096$new_n175,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2235,sky130_fd_sc_hd__nand2_2,Y,265,$abc$2096$new_n194,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2236,sky130_fd_sc_hd__nand2_2,A,256,$abc$2096$new_n185,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2236,sky130_fd_sc_hd__nand2_2,B,265,$abc$2096$new_n194,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2236,sky130_fd_sc_hd__nand2_2,Y,266,$abc$2096$new_n195,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2237,sky130_fd_sc_hd__or2_2,A,256,$abc$2096$new_n185,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2237,sky130_fd_sc_hd__or2_2,B,265,$abc$2096$new_n194,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2237,sky130_fd_sc_hd__or2_2,X,267,$abc$2096$new_n196,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2238,sky130_fd_sc_hd__nand2_2,A,266,$abc$2096$new_n195,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2238,sky130_fd_sc_hd__nand2_2,B,267,$abc$2096$new_n196,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2238,sky130_fd_sc_hd__nand2_2,Y,268,$abc$2096$new_n197,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2239,sky130_fd_sc_hd__or2_2,A,249,$abc$2096$new_n177,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2239,sky130_fd_sc_hd__or2_2,B,268,$abc$2096$new_n197,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2239,sky130_fd_sc_hd__or2_2,X,269,$abc$2096$new_n198,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2240,sky130_fd_sc_hd__clkinv_2,A,269,$abc$2096$new_n198,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2240,sky130_fd_sc_hd__clkinv_2,Y,270,$abc$2096$new_n199,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2241,sky130_fd_sc_hd__or2_2,A,14,in_10,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2241,sky130_fd_sc_hd__or2_2,B,6,in_2,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2241,sky130_fd_sc_hd__or2_2,X,271,$abc$2096$new_n200,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2242,sky130_fd_sc_hd__nand2_2,A,14,in_10,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2242,sky130_fd_sc_hd__nand2_2,B,6,in_2,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2242,sky130_fd_sc_hd__nand2_2,Y,272,$abc$2096$new_n201,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2243,sky130_fd_sc_hd__nand2_2,A,220,$abc$2096$new_n148,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2243,sky130_fd_sc_hd__nand2_2,B,272,$abc$2096$new_n201,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2243,sky130_fd_sc_hd__nand2_2,Y,273,$abc$2096$new_n202,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2244,sky130_fd_sc_hd__nand2_2,A,194,$abc$2096$new_n121,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2244,sky130_fd_sc_hd__nand2_2,B,273,$abc$2096$new_n202,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2244,sky130_fd_sc_hd__nand2_2,Y,274,$abc$2096$new_n203,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2245,sky130_fd_sc_hd__nand2_2,A,271,$abc$2096$new_n200,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2245,sky130_fd_sc_hd__nand2_2,B,274,$abc$2096$new_n203,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2245,sky130_fd_sc_hd__nand2_2,Y,275,$abc$2096$new_n204,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2246,sky130_fd_sc_hd__nand2_2,A,131,$abc$2096$new_n62,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2246,sky130_fd_sc_hd__nand2_2,B,222,$abc$2096$new_n150,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2246,sky130_fd_sc_hd__nand2_2,Y,276,$abc$2096$new_n205,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2247,sky130_fd_sc_hd__or2_2,A,131,$abc$2096$new_n62,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2247,sky130_fd_sc_hd__or2_2,B,222,$abc$2096$new_n150,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2247,sky130_fd_sc_hd__or2_2,X,277,$abc$2096$new_n206,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2248,sky130_fd_sc_hd__nand2_2,A,276,$abc$2096$new_n205,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2248,sky130_fd_sc_hd__nand2_2,B,277,$abc$2096$new_n206,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2248,sky130_fd_sc_hd__nand2_2,Y,278,$abc$2096$new_n207,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2249,sky130_fd_sc_hd__or2_2,A,230,$abc$2096$new_n158,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2249,sky130_fd_sc_hd__or2_2,B,278,$abc$2096$new_n207,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2249,sky130_fd_sc_hd__or2_2,X,279,$abc$2096$new_n208,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2250,sky130_fd_sc_hd__nand2_2,A,6,in_2,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2250,sky130_fd_sc_hd__nand2_2,B,223,$abc$2096$new_n151,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2250,sky130_fd_sc_hd__nand2_2,Y,280,$abc$2096$new_n209,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2251,sky130_fd_sc_hd__or2_2,A,6,in_2,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2251,sky130_fd_sc_hd__or2_2,B,223,$abc$2096$new_n151,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2251,sky130_fd_sc_hd__or2_2,X,281,$abc$2096$new_n210,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2252,sky130_fd_sc_hd__nand2_2,A,280,$abc$2096$new_n209,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2252,sky130_fd_sc_hd__nand2_2,B,281,$abc$2096$new_n210,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2252,sky130_fd_sc_hd__nand2_2,Y,282,$abc$2096$new_n211,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2253,sky130_fd_sc_hd__nand2_2,A,226,$abc$2096$new_n154,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2253,sky130_fd_sc_hd__nand2_2,B,282,$abc$2096$new_n211,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2253,sky130_fd_sc_hd__nand2_2,Y,283,$abc$2096$new_n212,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2254,sky130_fd_sc_hd__or2_2,A,6,in_2,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2254,sky130_fd_sc_hd__or2_2,B,209,$abc$2096$new_n137,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2254,sky130_fd_sc_hd__or2_2,X,284,$abc$2096$new_n213,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2255,sky130_fd_sc_hd__or2_2,A,205,$abc$2096$new_n132,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2255,sky130_fd_sc_hd__or2_2,B,272,$abc$2096$new_n201,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2255,sky130_fd_sc_hd__or2_2,X,285,$abc$2096$new_n214,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2256,sky130_fd_sc_hd__nand2_2,A,284,$abc$2096$new_n213,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2256,sky130_fd_sc_hd__nand2_2,B,285,$abc$2096$new_n214,input
