cell_name,cell_type,port,net_bit,direction
$abc$2096$auto$blifparse.cc:396:parse_blif$2191,sky130_fd_sc_hd__nand2_2,B,5,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2191,sky130_fd_sc_hd__nand2_2,Y,222,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2192,sky130_fd_sc_hd__or2_2,A,4,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2192,sky130_fd_sc_hd__or2_2,B,5,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2192,sky130_fd_sc_hd__or2_2,X,223,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2193,sky130_fd_sc_hd__nand2_2,A,222,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2193,sky130_fd_sc_hd__nand2_2,B,223,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2193,sky130_fd_sc_hd__nand2_2,Y,224,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2194,sky130_fd_sc_hd__or2_2,A,128,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2194,sky130_fd_sc_hd__or2_2,B,218,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2194,sky130_fd_sc_hd__or2_2,X,225,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2195,sky130_fd_sc_hd__clkinv_2,A,225,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2195,sky130_fd_sc_hd__clkinv_2,Y,226,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2196,sky130_fd_sc_hd__nand2_2,A,224,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2196,sky130_fd_sc_hd__nand2_2,B,226,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2196,sky130_fd_sc_hd__nand2_2,Y,227,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2197,sky130_fd_sc_hd__nand2_2,A,221,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2197,sky130_fd_sc_hd__nand2_2,B,227,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2197,sky130_fd_sc_hd__nand2_2,Y,228,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2198,sky130_fd_sc_hd__or2_2,A,127,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2198,sky130_fd_sc_hd__or2_2,B,21,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2198,sky130_fd_sc_hd__or2_2,X,229,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2199,sky130_fd_sc_hd__or2_2,A,128,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2199,sky130_fd_sc_hd__or2_2,B,229,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2199,sky130_fd_sc_hd__or2_2,X,230,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2200,sky130_fd_sc_hd__clkinv_2,A,230,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2200,sky130_fd_sc_hd__clkinv_2,Y,231,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2201,sky130_fd_sc_hd__or2_2,A,224,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2201,sky130_fd_sc_hd__or2_2,B,230,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2201,sky130_fd_sc_hd__or2_2,X,232,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2202,sky130_fd_sc_hd__or2_2,A,13,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2202,sky130_fd_sc_hd__or2_2,B,5,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2202,sky130_fd_sc_hd__or2_2,X,233,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2203,sky130_fd_sc_hd__nand2_2,A,195,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2203,sky130_fd_sc_hd__nand2_2,B,233,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2203,sky130_fd_sc_hd__nand2_2,Y,234,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2204,sky130_fd_sc_hd__nand2_2,A,232,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2204,sky130_fd_sc_hd__nand2_2,B,234,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2204,sky130_fd_sc_hd__nand2_2,Y,235,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2205,sky130_fd_sc_hd__or2_2,A,228,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2205,sky130_fd_sc_hd__or2_2,B,235,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2205,sky130_fd_sc_hd__or2_2,X,236,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2206,sky130_fd_sc_hd__or2_2,A,214,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2206,sky130_fd_sc_hd__or2_2,B,236,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2206,sky130_fd_sc_hd__or2_2,X,237,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2207,sky130_fd_sc_hd__nand2_2,A,12,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2207,sky130_fd_sc_hd__nand2_2,B,130,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2207,sky130_fd_sc_hd__nand2_2,Y,238,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2208,sky130_fd_sc_hd__clkinv_2,A,238,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2208,sky130_fd_sc_hd__clkinv_2,Y,239,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2209,sky130_fd_sc_hd__nand2_2,A,217,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2209,sky130_fd_sc_hd__nand2_2,B,239,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2209,sky130_fd_sc_hd__nand2_2,Y,240,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2210,sky130_fd_sc_hd__or2_2,A,22,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2210,sky130_fd_sc_hd__or2_2,B,229,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2210,sky130_fd_sc_hd__or2_2,X,241,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2211,sky130_fd_sc_hd__clkinv_2,A,241,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2211,sky130_fd_sc_hd__clkinv_2,Y,242,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2212,sky130_fd_sc_hd__or2_2,A,217,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2212,sky130_fd_sc_hd__or2_2,B,239,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2212,sky130_fd_sc_hd__or2_2,X,243,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2213,sky130_fd_sc_hd__nand2_2,A,240,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2213,sky130_fd_sc_hd__nand2_2,B,243,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2213,sky130_fd_sc_hd__nand2_2,Y,244,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2214,sky130_fd_sc_hd__or2_2,A,241,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2214,sky130_fd_sc_hd__or2_2,B,244,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2214,sky130_fd_sc_hd__or2_2,X,245,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2215,sky130_fd_sc_hd__or2_2,A,198,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2215,sky130_fd_sc_hd__or2_2,B,217,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2215,sky130_fd_sc_hd__or2_2,X,246,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2216,sky130_fd_sc_hd__nand2_2,A,198,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2216,sky130_fd_sc_hd__nand2_2,B,217,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2216,sky130_fd_sc_hd__nand2_2,Y,247,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2217,sky130_fd_sc_hd__clkinv_2,A,247,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2217,sky130_fd_sc_hd__clkinv_2,Y,248,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2218,sky130_fd_sc_hd__or2_2,A,22,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2218,sky130_fd_sc_hd__or2_2,B,192,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2218,sky130_fd_sc_hd__or2_2,X,249,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2219,sky130_fd_sc_hd__clkinv_2,A,249,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2219,sky130_fd_sc_hd__clkinv_2,Y,250,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2220,sky130_fd_sc_hd__nand2_2,A,246,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2220,sky130_fd_sc_hd__nand2_2,B,250,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2220,sky130_fd_sc_hd__nand2_2,Y,251,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2221,sky130_fd_sc_hd__or2_2,A,248,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2221,sky130_fd_sc_hd__or2_2,B,251,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2221,sky130_fd_sc_hd__or2_2,X,252,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2222,sky130_fd_sc_hd__nand2_2,A,245,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2222,sky130_fd_sc_hd__nand2_2,B,252,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2222,sky130_fd_sc_hd__nand2_2,Y,253,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2223,sky130_fd_sc_hd__or2_2,A,237,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2223,sky130_fd_sc_hd__or2_2,B,253,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2223,sky130_fd_sc_hd__or2_2,X,115,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2224,sky130_fd_sc_hd__or2_2,A,14,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2224,sky130_fd_sc_hd__or2_2,B,131,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2224,sky130_fd_sc_hd__or2_2,X,254,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2225,sky130_fd_sc_hd__nand2_2,A,14,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2225,sky130_fd_sc_hd__nand2_2,B,131,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2225,sky130_fd_sc_hd__nand2_2,Y,255,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2226,sky130_fd_sc_hd__nand2_2,A,254,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2226,sky130_fd_sc_hd__nand2_2,B,255,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2226,sky130_fd_sc_hd__nand2_2,Y,256,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2227,sky130_fd_sc_hd__clkinv_2,A,256,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2227,sky130_fd_sc_hd__clkinv_2,Y,257,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2228,sky130_fd_sc_hd__nand2_2,A,215,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2228,sky130_fd_sc_hd__nand2_2,B,243,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2228,sky130_fd_sc_hd__nand2_2,Y,258,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2229,sky130_fd_sc_hd__nand2_2,A,257,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2229,sky130_fd_sc_hd__nand2_2,B,258,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2229,sky130_fd_sc_hd__nand2_2,Y,259,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2230,sky130_fd_sc_hd__clkinv_2,A,259,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2230,sky130_fd_sc_hd__clkinv_2,Y,260,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2231,sky130_fd_sc_hd__or2_2,A,257,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2231,sky130_fd_sc_hd__or2_2,B,258,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2231,sky130_fd_sc_hd__or2_2,X,261,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2232,sky130_fd_sc_hd__nand2_2,A,242,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2232,sky130_fd_sc_hd__nand2_2,B,261,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2232,sky130_fd_sc_hd__nand2_2,Y,262,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2233,sky130_fd_sc_hd__or2_2,A,260,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2233,sky130_fd_sc_hd__or2_2,B,262,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2233,sky130_fd_sc_hd__or2_2,X,263,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2234,sky130_fd_sc_hd__clkinv_2,A,263,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2234,sky130_fd_sc_hd__clkinv_2,Y,264,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2235,sky130_fd_sc_hd__nand2_2,A,212,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2235,sky130_fd_sc_hd__nand2_2,B,247,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2235,sky130_fd_sc_hd__nand2_2,Y,265,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2236,sky130_fd_sc_hd__nand2_2,A,256,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2236,sky130_fd_sc_hd__nand2_2,B,265,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2236,sky130_fd_sc_hd__nand2_2,Y,266,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2237,sky130_fd_sc_hd__or2_2,A,256,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2237,sky130_fd_sc_hd__or2_2,B,265,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2237,sky130_fd_sc_hd__or2_2,X,267,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2238,sky130_fd_sc_hd__nand2_2,A,266,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2238,sky130_fd_sc_hd__nand2_2,B,267,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2238,sky130_fd_sc_hd__nand2_2,Y,268,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2239,sky130_fd_sc_hd__or2_2,A,249,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2239,sky130_fd_sc_hd__or2_2,B,268,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2239,sky130_fd_sc_hd__or2_2,X,269,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2240,sky130_fd_sc_hd__clkinv_2,A,269,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2240,sky130_fd_sc_hd__clkinv_2,Y,270,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2241,sky130_fd_sc_hd__or2_2,A,14,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2241,sky130_fd_sc_hd__or2_2,B,6,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2241,sky130_fd_sc_hd__or2_2,X,271,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2242,sky130_fd_sc_hd__nand2_2,A,14,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2242,sky130_fd_sc_hd__nand2_2,B,6,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2242,sky130_fd_sc_hd__nand2_2,Y,272,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2243,sky130_fd_sc_hd__nand2_2,A,220,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2243,sky130_fd_sc_hd__nand2_2,B,272,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2243,sky130_fd_sc_hd__nand2_2,Y,273,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2244,sky130_fd_sc_hd__nand2_2,A,194,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2244,sky130_fd_sc_hd__nand2_2,B,273,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2244,sky130_fd_sc_hd__nand2_2,Y,274,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2245,sky130_fd_sc_hd__nand2_2,A,271,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2245,sky130_fd_sc_hd__nand2_2,B,274,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2245,sky130_fd_sc_hd__nand2_2,Y,275,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2246,sky130_fd_sc_hd__nand2_2,A,131,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2246,sky130_fd_sc_hd__nand2_2,B,222,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2246,sky130_fd_sc_hd__nand2_2,Y,276,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2247,sky130_fd_sc_hd__or2_2,A,131,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2247,sky130_fd_sc_hd__or2_2,B,222,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2247,sky130_fd_sc_hd__or2_2,X,277,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2248,sky130_fd_sc_hd__nand2_2,A,276,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2248,sky130_fd_sc_hd__nand2_2,B,277,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2248,sky130_fd_sc_hd__nand2_2,Y,278,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2249,sky130_fd_sc_hd__or2_2,A,230,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2249,sky130_fd_sc_hd__or2_2,B,278,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2249,sky130_fd_sc_hd__or2_2,X,279,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2250,sky130_fd_sc_hd__nand2_2,A,6,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2250,sky130_fd_sc_hd__nand2_2,B,223,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2250,sky130_fd_sc_hd__nand2_2,Y,280,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2251,sky130_fd_sc_hd__or2_2,A,6,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2251,sky130_fd_sc_hd__or2_2,B,223,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2251,sky130_fd_sc_hd__or2_2,X,281,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2252,sky130_fd_sc_hd__nand2_2,A,280,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2252,sky130_fd_sc_hd__nand2_2,B,281,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2252,sky130_fd_sc_hd__nand2_2,Y,282,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2253,sky130_fd_sc_hd__nand2_2,A,226,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2253,sky130_fd_sc_hd__nand2_2,B,282,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2253,sky130_fd_sc_hd__nand2_2,Y,283,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2254,sky130_fd_sc_hd__or2_2,A,6,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2254,sky130_fd_sc_hd__or2_2,B,209,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2254,sky130_fd_sc_hd__or2_2,X,284,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2255,sky130_fd_sc_hd__or2_2,A,205,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2255,sky130_fd_sc_hd__or2_2,B,272,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2255,sky130_fd_sc_hd__or2_2,X,285,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2256,sky130_fd_sc_hd__nand2_2,A,284,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2256,sky130_fd_sc_hd__nand2_2,B,285,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2256,sky130_fd_sc_hd__nand2_2,Y,286,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2257,sky130_fd_sc_hd__clkinv_2,A,286,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2257,sky130_fd_sc_hd__clkinv_2,Y,287,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2258,sky130_fd_sc_hd__nand2_2,A,275,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2258,sky130_fd_sc_hd__nand2_2,B,283,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2258,sky130_fd_sc_hd__nand2_2,Y,288,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2259,sky130_fd_sc_hd__nand2_2,A,279,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2259,sky130_fd_sc_hd__nand2_2,B,287,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2259,sky130_fd_sc_hd__nand2_2,Y,289,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2260,sky130_fd_sc_hd__or2_2,A,288,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2260,sky130_fd_sc_hd__or2_2,B,289,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2260,sky130_fd_sc_hd__or2_2,X,290,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2261,sky130_fd_sc_hd__or2_2,A,264,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2261,sky130_fd_sc_hd__or2_2,B,290,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2261,sky130_fd_sc_hd__or2_2,X,291,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2262,sky130_fd_sc_hd__or2_2,A,270,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2262,sky130_fd_sc_hd__or2_2,B,291,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2262,sky130_fd_sc_hd__or2_2,X,116,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2263,sky130_fd_sc_hd__or2_2,A,15,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2263,sky130_fd_sc_hd__or2_2,B,132,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2263,sky130_fd_sc_hd__or2_2,X,292,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2264,sky130_fd_sc_hd__nand2_2,A,15,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2264,sky130_fd_sc_hd__nand2_2,B,132,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2264,sky130_fd_sc_hd__nand2_2,Y,293,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2265,sky130_fd_sc_hd__nand2_2,A,292,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2265,sky130_fd_sc_hd__nand2_2,B,293,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2265,sky130_fd_sc_hd__nand2_2,Y,294,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2266,sky130_fd_sc_hd__nand2_2,A,254,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2266,sky130_fd_sc_hd__nand2_2,B,259,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2266,sky130_fd_sc_hd__nand2_2,Y,295,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2267,sky130_fd_sc_hd__clkinv_2,A,295,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2267,sky130_fd_sc_hd__clkinv_2,Y,296,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2268,sky130_fd_sc_hd__nand2_2,A,294,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2268,sky130_fd_sc_hd__nand2_2,B,296,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2268,sky130_fd_sc_hd__nand2_2,Y,297,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2269,sky130_fd_sc_hd__or2_2,A,294,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2269,sky130_fd_sc_hd__or2_2,B,296,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2269,sky130_fd_sc_hd__or2_2,X,298,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2270,sky130_fd_sc_hd__nand2_2,A,297,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2270,sky130_fd_sc_hd__nand2_2,B,298,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2270,sky130_fd_sc_hd__nand2_2,Y,299,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2271,sky130_fd_sc_hd__or2_2,A,241,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2271,sky130_fd_sc_hd__or2_2,B,299,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2271,sky130_fd_sc_hd__or2_2,X,300,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2272,sky130_fd_sc_hd__nand2_2,A,266,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2272,sky130_fd_sc_hd__nand2_2,B,272,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2272,sky130_fd_sc_hd__nand2_2,Y,301,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2273,sky130_fd_sc_hd__nand2_2,A,294,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2273,sky130_fd_sc_hd__nand2_2,B,301,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2273,sky130_fd_sc_hd__nand2_2,Y,302,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2274,sky130_fd_sc_hd__or2_2,A,294,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2274,sky130_fd_sc_hd__or2_2,B,301,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2274,sky130_fd_sc_hd__or2_2,X,303,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2275,sky130_fd_sc_hd__nand2_2,A,302,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2275,sky130_fd_sc_hd__nand2_2,B,303,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2275,sky130_fd_sc_hd__nand2_2,Y,304,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2276,sky130_fd_sc_hd__or2_2,A,249,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2276,sky130_fd_sc_hd__or2_2,B,304,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2276,sky130_fd_sc_hd__or2_2,X,305,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2277,sky130_fd_sc_hd__nand2_2,A,7,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2277,sky130_fd_sc_hd__nand2_2,B,281,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2277,sky130_fd_sc_hd__nand2_2,Y,306,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2278,sky130_fd_sc_hd__or2_2,A,7,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2278,sky130_fd_sc_hd__or2_2,B,281,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2278,sky130_fd_sc_hd__or2_2,X,307,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2279,sky130_fd_sc_hd__nand2_2,A,306,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2279,sky130_fd_sc_hd__nand2_2,B,307,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2279,sky130_fd_sc_hd__nand2_2,Y,308,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2280,sky130_fd_sc_hd__nand2_2,A,226,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2280,sky130_fd_sc_hd__nand2_2,B,308,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2280,sky130_fd_sc_hd__nand2_2,Y,309,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2281,sky130_fd_sc_hd__or2_2,A,7,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2281,sky130_fd_sc_hd__or2_2,B,209,input
