cell_name,cell_type,port,net_bit,direction
$abc$2096$auto$blifparse.cc:396:parse_blif$2371,sky130_fd_sc_hd__clkinv_2,Y,398,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2372,sky130_fd_sc_hd__or2_2,A,205,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2372,sky130_fd_sc_hd__or2_2,B,393,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2372,sky130_fd_sc_hd__or2_2,X,399,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2373,sky130_fd_sc_hd__nand2_2,A,387,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2373,sky130_fd_sc_hd__nand2_2,B,391,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2373,sky130_fd_sc_hd__nand2_2,Y,400,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2374,sky130_fd_sc_hd__nand2_2,A,396,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2374,sky130_fd_sc_hd__nand2_2,B,399,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2374,sky130_fd_sc_hd__nand2_2,Y,401,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2375,sky130_fd_sc_hd__or2_2,A,400,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2375,sky130_fd_sc_hd__or2_2,B,401,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2375,sky130_fd_sc_hd__or2_2,X,402,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2376,sky130_fd_sc_hd__or2_2,A,398,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2376,sky130_fd_sc_hd__or2_2,B,402,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2376,sky130_fd_sc_hd__or2_2,X,403,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2377,sky130_fd_sc_hd__clkinv_2,A,403,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2377,sky130_fd_sc_hd__clkinv_2,Y,404,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2378,sky130_fd_sc_hd__nand2_2,A,383,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2378,sky130_fd_sc_hd__nand2_2,B,404,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2378,sky130_fd_sc_hd__nand2_2,Y,405,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2379,sky130_fd_sc_hd__or2_2,A,377,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2379,sky130_fd_sc_hd__or2_2,B,405,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2379,sky130_fd_sc_hd__or2_2,X,119,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2380,sky130_fd_sc_hd__or2_2,A,18,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2380,sky130_fd_sc_hd__or2_2,B,135,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2380,sky130_fd_sc_hd__or2_2,X,406,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2381,sky130_fd_sc_hd__clkinv_2,A,406,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2381,sky130_fd_sc_hd__clkinv_2,Y,407,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2382,sky130_fd_sc_hd__nand2_2,A,18,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2382,sky130_fd_sc_hd__nand2_2,B,135,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2382,sky130_fd_sc_hd__nand2_2,Y,408,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2383,sky130_fd_sc_hd__nand2_2,A,406,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2383,sky130_fd_sc_hd__nand2_2,B,408,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2383,sky130_fd_sc_hd__nand2_2,Y,409,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2384,sky130_fd_sc_hd__clkinv_2,A,409,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2384,sky130_fd_sc_hd__clkinv_2,Y,410,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2385,sky130_fd_sc_hd__nand2_2,A,368,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2385,sky130_fd_sc_hd__nand2_2,B,373,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2385,sky130_fd_sc_hd__nand2_2,Y,411,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2386,sky130_fd_sc_hd__or2_2,A,410,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2386,sky130_fd_sc_hd__or2_2,B,411,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2386,sky130_fd_sc_hd__or2_2,X,412,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2387,sky130_fd_sc_hd__nand2_2,A,410,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2387,sky130_fd_sc_hd__nand2_2,B,411,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2387,sky130_fd_sc_hd__nand2_2,Y,413,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2388,sky130_fd_sc_hd__nand2_2,A,412,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2388,sky130_fd_sc_hd__nand2_2,B,413,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2388,sky130_fd_sc_hd__nand2_2,Y,414,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2389,sky130_fd_sc_hd__or2_2,A,241,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2389,sky130_fd_sc_hd__or2_2,B,414,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2389,sky130_fd_sc_hd__or2_2,X,415,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2390,sky130_fd_sc_hd__clkinv_2,A,415,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2390,sky130_fd_sc_hd__clkinv_2,Y,416,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2391,sky130_fd_sc_hd__nand2_2,A,380,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2391,sky130_fd_sc_hd__nand2_2,B,393,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2391,sky130_fd_sc_hd__nand2_2,Y,417,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2392,sky130_fd_sc_hd__nand2_2,A,409,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2392,sky130_fd_sc_hd__nand2_2,B,417,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2392,sky130_fd_sc_hd__nand2_2,Y,418,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2393,sky130_fd_sc_hd__clkinv_2,A,418,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2393,sky130_fd_sc_hd__clkinv_2,Y,419,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2394,sky130_fd_sc_hd__or2_2,A,409,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2394,sky130_fd_sc_hd__or2_2,B,417,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2394,sky130_fd_sc_hd__or2_2,X,420,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2395,sky130_fd_sc_hd__nand2_2,A,250,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2395,sky130_fd_sc_hd__nand2_2,B,420,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2395,sky130_fd_sc_hd__nand2_2,Y,421,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2396,sky130_fd_sc_hd__or2_2,A,419,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2396,sky130_fd_sc_hd__or2_2,B,421,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2396,sky130_fd_sc_hd__or2_2,X,422,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2397,sky130_fd_sc_hd__or2_2,A,135,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2397,sky130_fd_sc_hd__or2_2,B,385,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2397,sky130_fd_sc_hd__or2_2,X,423,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2398,sky130_fd_sc_hd__nand2_2,A,231,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2398,sky130_fd_sc_hd__nand2_2,B,423,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2398,sky130_fd_sc_hd__nand2_2,Y,424,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2399,sky130_fd_sc_hd__nand2_2,A,226,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2399,sky130_fd_sc_hd__nand2_2,B,389,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2399,sky130_fd_sc_hd__nand2_2,Y,425,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2400,sky130_fd_sc_hd__nand2_2,A,424,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2400,sky130_fd_sc_hd__nand2_2,B,425,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2400,sky130_fd_sc_hd__nand2_2,Y,426,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2401,sky130_fd_sc_hd__nand2_2,A,10,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2401,sky130_fd_sc_hd__nand2_2,B,426,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2401,sky130_fd_sc_hd__nand2_2,Y,427,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2402,sky130_fd_sc_hd__or2_2,A,385,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2402,sky130_fd_sc_hd__or2_2,B,424,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2402,sky130_fd_sc_hd__or2_2,X,428,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2403,sky130_fd_sc_hd__or2_2,A,10,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2403,sky130_fd_sc_hd__or2_2,B,389,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2403,sky130_fd_sc_hd__or2_2,X,429,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2404,sky130_fd_sc_hd__or2_2,A,225,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2404,sky130_fd_sc_hd__or2_2,B,429,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2404,sky130_fd_sc_hd__or2_2,X,430,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2405,sky130_fd_sc_hd__or2_2,A,18,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2405,sky130_fd_sc_hd__or2_2,B,10,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2405,sky130_fd_sc_hd__or2_2,X,431,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2406,sky130_fd_sc_hd__nand2_2,A,18,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2406,sky130_fd_sc_hd__nand2_2,B,10,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2406,sky130_fd_sc_hd__nand2_2,Y,432,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2407,sky130_fd_sc_hd__nand2_2,A,220,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2407,sky130_fd_sc_hd__nand2_2,B,409,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2407,sky130_fd_sc_hd__nand2_2,Y,433,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2408,sky130_fd_sc_hd__nand2_2,A,195,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2408,sky130_fd_sc_hd__nand2_2,B,431,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2408,sky130_fd_sc_hd__nand2_2,Y,434,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2409,sky130_fd_sc_hd__nand2_2,A,433,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2409,sky130_fd_sc_hd__nand2_2,B,434,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2409,sky130_fd_sc_hd__nand2_2,Y,435,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2410,sky130_fd_sc_hd__or2_2,A,205,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2410,sky130_fd_sc_hd__or2_2,B,432,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2410,sky130_fd_sc_hd__or2_2,X,436,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2411,sky130_fd_sc_hd__or2_2,A,10,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2411,sky130_fd_sc_hd__or2_2,B,209,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2411,sky130_fd_sc_hd__or2_2,X,437,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2412,sky130_fd_sc_hd__nand2_2,A,430,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2412,sky130_fd_sc_hd__nand2_2,B,436,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2412,sky130_fd_sc_hd__nand2_2,Y,438,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2413,sky130_fd_sc_hd__or2_2,A,435,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2413,sky130_fd_sc_hd__or2_2,B,438,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2413,sky130_fd_sc_hd__or2_2,X,439,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2414,sky130_fd_sc_hd__nand2_2,A,428,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2414,sky130_fd_sc_hd__nand2_2,B,437,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2414,sky130_fd_sc_hd__nand2_2,Y,440,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2415,sky130_fd_sc_hd__clkinv_2,A,440,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2415,sky130_fd_sc_hd__clkinv_2,Y,441,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2416,sky130_fd_sc_hd__nand2_2,A,427,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2416,sky130_fd_sc_hd__nand2_2,B,441,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2416,sky130_fd_sc_hd__nand2_2,Y,442,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2417,sky130_fd_sc_hd__or2_2,A,439,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2417,sky130_fd_sc_hd__or2_2,B,442,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2417,sky130_fd_sc_hd__or2_2,X,443,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2418,sky130_fd_sc_hd__clkinv_2,A,443,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2418,sky130_fd_sc_hd__clkinv_2,Y,444,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2419,sky130_fd_sc_hd__nand2_2,A,422,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2419,sky130_fd_sc_hd__nand2_2,B,444,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2419,sky130_fd_sc_hd__nand2_2,Y,445,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2420,sky130_fd_sc_hd__or2_2,A,416,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2420,sky130_fd_sc_hd__or2_2,B,445,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2420,sky130_fd_sc_hd__or2_2,X,120,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2421,sky130_fd_sc_hd__nand2_2,A,19,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2421,sky130_fd_sc_hd__nand2_2,B,136,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2421,sky130_fd_sc_hd__nand2_2,Y,446,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2422,sky130_fd_sc_hd__or2_2,A,19,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2422,sky130_fd_sc_hd__or2_2,B,136,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2422,sky130_fd_sc_hd__or2_2,X,447,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2423,sky130_fd_sc_hd__nand2_2,A,446,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2423,sky130_fd_sc_hd__nand2_2,B,447,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2423,sky130_fd_sc_hd__nand2_2,Y,448,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2424,sky130_fd_sc_hd__clkinv_2,A,448,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2424,sky130_fd_sc_hd__clkinv_2,Y,449,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2425,sky130_fd_sc_hd__nand2_2,A,406,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2425,sky130_fd_sc_hd__nand2_2,B,413,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2425,sky130_fd_sc_hd__nand2_2,Y,450,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2426,sky130_fd_sc_hd__nand2_2,A,449,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2426,sky130_fd_sc_hd__nand2_2,B,450,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2426,sky130_fd_sc_hd__nand2_2,Y,451,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2427,sky130_fd_sc_hd__or2_2,A,449,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2427,sky130_fd_sc_hd__or2_2,B,450,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2427,sky130_fd_sc_hd__or2_2,X,452,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2428,sky130_fd_sc_hd__nand2_2,A,451,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2428,sky130_fd_sc_hd__nand2_2,B,452,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2428,sky130_fd_sc_hd__nand2_2,Y,453,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2429,sky130_fd_sc_hd__or2_2,A,241,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2429,sky130_fd_sc_hd__or2_2,B,453,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2429,sky130_fd_sc_hd__or2_2,X,454,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2430,sky130_fd_sc_hd__nand2_2,A,418,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2430,sky130_fd_sc_hd__nand2_2,B,432,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2430,sky130_fd_sc_hd__nand2_2,Y,455,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2431,sky130_fd_sc_hd__or2_2,A,448,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2431,sky130_fd_sc_hd__or2_2,B,455,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2431,sky130_fd_sc_hd__or2_2,X,456,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2432,sky130_fd_sc_hd__clkinv_2,A,456,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2432,sky130_fd_sc_hd__clkinv_2,Y,457,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2433,sky130_fd_sc_hd__nand2_2,A,448,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2433,sky130_fd_sc_hd__nand2_2,B,455,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2433,sky130_fd_sc_hd__nand2_2,Y,458,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2434,sky130_fd_sc_hd__nand2_2,A,250,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2434,sky130_fd_sc_hd__nand2_2,B,458,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2434,sky130_fd_sc_hd__nand2_2,Y,459,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2435,sky130_fd_sc_hd__or2_2,A,457,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2435,sky130_fd_sc_hd__or2_2,B,459,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2435,sky130_fd_sc_hd__or2_2,X,460,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2436,sky130_fd_sc_hd__clkinv_2,A,460,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2436,sky130_fd_sc_hd__clkinv_2,Y,461,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2437,sky130_fd_sc_hd__nand2_2,A,19,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2437,sky130_fd_sc_hd__nand2_2,B,11,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2437,sky130_fd_sc_hd__nand2_2,Y,462,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2438,sky130_fd_sc_hd__clkinv_2,A,462,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2438,sky130_fd_sc_hd__clkinv_2,Y,463,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2439,sky130_fd_sc_hd__or2_2,A,205,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2439,sky130_fd_sc_hd__or2_2,B,462,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2439,sky130_fd_sc_hd__or2_2,X,464,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2440,sky130_fd_sc_hd__nand2_2,A,220,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2440,sky130_fd_sc_hd__nand2_2,B,448,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2440,sky130_fd_sc_hd__nand2_2,Y,465,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2441,sky130_fd_sc_hd__or2_2,A,19,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2441,sky130_fd_sc_hd__or2_2,B,11,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2441,sky130_fd_sc_hd__or2_2,X,466,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2442,sky130_fd_sc_hd__nand2_2,A,195,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2442,sky130_fd_sc_hd__nand2_2,B,466,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2442,sky130_fd_sc_hd__nand2_2,Y,467,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2443,sky130_fd_sc_hd__nand2_2,A,464,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2443,sky130_fd_sc_hd__nand2_2,B,467,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2443,sky130_fd_sc_hd__nand2_2,Y,468,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2444,sky130_fd_sc_hd__clkinv_2,A,468,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2444,sky130_fd_sc_hd__clkinv_2,Y,469,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2445,sky130_fd_sc_hd__nand2_2,A,465,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2445,sky130_fd_sc_hd__nand2_2,B,469,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2445,sky130_fd_sc_hd__nand2_2,Y,470,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2446,sky130_fd_sc_hd__nand2_2,A,226,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2446,sky130_fd_sc_hd__nand2_2,B,429,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2446,sky130_fd_sc_hd__nand2_2,Y,471,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2447,sky130_fd_sc_hd__or2_2,A,230,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2447,sky130_fd_sc_hd__or2_2,B,423,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2447,sky130_fd_sc_hd__or2_2,X,472,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2448,sky130_fd_sc_hd__nand2_2,A,424,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2448,sky130_fd_sc_hd__nand2_2,B,471,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2448,sky130_fd_sc_hd__nand2_2,Y,473,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2449,sky130_fd_sc_hd__nand2_2,A,11,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2449,sky130_fd_sc_hd__nand2_2,B,473,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2449,sky130_fd_sc_hd__nand2_2,Y,474,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2450,sky130_fd_sc_hd__nand2_2,A,430,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2450,sky130_fd_sc_hd__nand2_2,B,472,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2450,sky130_fd_sc_hd__nand2_2,Y,475,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2451,sky130_fd_sc_hd__or2_2,A,210,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2451,sky130_fd_sc_hd__or2_2,B,475,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2451,sky130_fd_sc_hd__or2_2,X,476,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2452,sky130_fd_sc_hd__nand2_2,A,136,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2452,sky130_fd_sc_hd__nand2_2,B,476,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2452,sky130_fd_sc_hd__nand2_2,Y,477,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2453,sky130_fd_sc_hd__nand2_2,A,474,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2453,sky130_fd_sc_hd__nand2_2,B,477,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2453,sky130_fd_sc_hd__nand2_2,Y,478,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2454,sky130_fd_sc_hd__or2_2,A,470,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2454,sky130_fd_sc_hd__or2_2,B,478,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2454,sky130_fd_sc_hd__or2_2,X,479,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2455,sky130_fd_sc_hd__clkinv_2,A,479,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2455,sky130_fd_sc_hd__clkinv_2,Y,480,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2456,sky130_fd_sc_hd__nand2_2,A,454,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2456,sky130_fd_sc_hd__nand2_2,B,480,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2456,sky130_fd_sc_hd__nand2_2,Y,481,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2457,sky130_fd_sc_hd__or2_2,A,461,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2457,sky130_fd_sc_hd__or2_2,B,481,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2457,sky130_fd_sc_hd__or2_2,X,121,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2458,sky130_fd_sc_hd__or2_2,A,114,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2458,sky130_fd_sc_hd__or2_2,B,115,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2458,sky130_fd_sc_hd__or2_2,X,482,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2459,sky130_fd_sc_hd__or2_2,A,116,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2459,sky130_fd_sc_hd__or2_2,B,482,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2459,sky130_fd_sc_hd__or2_2,X,483,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2460,sky130_fd_sc_hd__or2_2,A,117,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2460,sky130_fd_sc_hd__or2_2,B,483,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2460,sky130_fd_sc_hd__or2_2,X,484,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2461,sky130_fd_sc_hd__or2_2,A,118,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2461,sky130_fd_sc_hd__or2_2,B,484,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2461,sky130_fd_sc_hd__or2_2,X,485,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2462,sky130_fd_sc_hd__or2_2,A,119,input
